排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
40,1.1658512405553416,607266614921849,四件套不锈钢装饰托盘，7英寸长金色浴室摆件，首饰碟，化妆品收纳浴室杂物小托盘，珠宝托盘，首饰盘,6.09,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/4d20a01f9c6446a0b94b77d0955fa1eb-goods.jpeg,0
41,1.156940191554147,607344998079002,九个带内凹结构的木托盘，防止滑动。纯色木板可用。适用于家居杯垫和家居装饰,12.51,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/e20b7aa72b1f41a3ad68be0d981781bf-goods.jpeg,0
42,1.1546797981193675,606702900501229,颜色随机家用一次性纸杯杯托办公室桌面杯托杯架隔热防烫加厚塑料透明杯托,0.85,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/2024-06-15/1718443886524-cd2fdd17c1864cd6af20e5699e3394eb-goods.jpeg,3
43,1.1507427770261125,607658597792629,2D平面款，1件圣家耶稣诞生场景挂饰（含星星）——亚克力材质，适用于圣诞树悬挂，宗教节日装饰，耶稣诞辰庆典及教堂圣诞剧演出——亚克力吊坠，2D平面设计,1.08,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/b13191eb33e84e569bdc841d55f44c84-goods.jpeg,0
44,1.1505014623173508,606824770202700,2D平面印花单件灰色黑色沙发套，通用型沙发罩，四季通用，客厅、办公室和卧室家具保护罩装饰,21.45,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/217a7c2178/5800b1c7-887e-4525-b4dd-ae1828eafdda_1000x1000.jpeg,32
45,1.1479843741484685,606656461176575,1PC 聚酯纤维网纱面料 咖色亮片刺绣花卉 蕾丝刺绣花边 田园四季通用 适用于家居厨房客厅餐桌 壁柜 鞋柜 梳妆台装饰遮挡 桌旗 桌布 餐垫 节日家庭聚会装饰 户外野餐婚礼礼物装饰 纪念品 不同尺寸可选 glitter,2.15,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/aae9fc6f-4845-4683-8c7d-044a3ea68021.jpg,7
46,1.1379157637907609,607174608715521,2pc超豪华加厚纯色床垫防护套，，深口袋温暖舒适超柔软床垫防护套，适用于卧室客房床垫保护。,36.73,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/389929e0-3a68-450c-a518-6e70775c377c.jpg,10
47,1.1290362172129702,606139957755412,1件无框日本鹤海报，复古浮世绘油画，创意壁画，生日礼物，客厅，卧室，厨房，浴室，走廊装饰，防水可重复使用,2.96,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/00873752-d87f-4463-a106-2a2a35cb3db1.jpg,5
48,1.1241948847677383,606726522805332,4件套塑料便携餐具套装，包括刀叉勺筷子和收纳盒，轻便易携，可重复使用餐具，非常适合家庭、学校、上班族，宿舍、洗碗机清洗安全,1.7,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/910168e8-b6c8-463b-8590-55d2eb97569d.jpg,1
49,1.1232838143973305,607647793253192,1个秋季蝴蝶颈椎枕套，家庭节日礼物，65X40X13厘米，低过敏性无异味，可机洗，符合人体工学，孕妇适用,7.56,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/5ea24d481bd3439c8857d69a6e3139a2-goods.jpeg,48
50,1.1189326609431187,606883960165999,2026新款7件装木制托盘 - 花朵造型，蜡烛和珠宝收纳盒，适用于台面、浴室、厨房 - 耐用木质储物板，表面光滑，厨房托盘，优雅木制托盘，乡村风格（非食品接触）,6.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/e4f2269355044e2287921790f9e330cf-goods.jpeg,9
51,1.1188311882826532,607041397575955,2个装 18X18 英寸枕套，秋季南瓜图案；这些橙色刺绣枕套适合万圣节和感恩节，可用于装饰家中的沙发,6.88,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/0a2bc8cf-9cf9-4d5a-be6e-70d06b361c14.jpg,22
52,1.1166274100972,607498274719020,1个多层裤架，节省空间的衣柜收纳整理器，裤子、牛仔裤、围巾悬挂架,3.56,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/2abbc8db-c144-4ec5-a71d-a8748f49f4c8.jpg,4
53,1.1138526197590326,606837118228420,1pc 简约现代格子牛奶绒沙发保护垫，柔软亲肤，可机洗方便打理，防宠物抓痕（适合宠物家庭），防污防滑设计，适合客厅和办公室使用，作为礼物也很不错。适用于单人至四人位沙发以及L型组合沙发,11.17,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/d2a806c8-2c9c-4dde-99ec-370dd5dee303.jpg,0
54,1.111900643099902,607097634783234,Display Trays-天然相思木分格上菜托盘，三格分隔设计，分区收纳各类餐食小食。适合盛放鲜果、坚果、点心、寿司、冷餐，家庭聚会、节日派对摆盘展示，家用早餐零食盘，复古简约家居风格，打理方便，兼具实用性与装饰效果，是居家待客的实用好物。,3.93,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/fancy/aece7ab0-ecdd-42e1-8a17-81ba1bb67024.jpg,4
55,1.1099087690507081,606961135354672,1件-米色可折叠布艺衣物收纳箱，配透明顶盖与个提手，适用于衣柜及卧室搁板的 可折叠的整理箱,10.21,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/e95b15ec-8757-4614-b109-fa58ec66e98a.jpg,0
56,1.1088213919619503,607078441702709,2D平面，2D平面，复古海报，帆布画，牛仔骑马墙面装饰，客厅卧室美学帆布艺术画，乔迁礼物，无框,5.39,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/525c801f2d84436a8cc6a92596d5bc5a-goods.jpeg,14
57,1.1069840512404743,606904898130917,亲肤摇粒绒提花全包沙发套 耐磨 防滑 高弹力一体式懒人沙发套 可机洗 宠物友好沙发防尘保护罩 适用于客厅卧室办公室等场景 万圣节 圣诞节沙发节日装饰套 2件型号可选择,19.72,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/2780c01340334bc2b159b08f581dae79-goods.jpeg,2
58,1.1030355464523474,607135350007241,12个万圣节3D蝴蝶墙贴，装饰性镂空黑色蝴蝶墙饰，卧室与客厅背景墙贴画，派对与家居环境美化壁贴,1.27,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/5e6f1b02-1165-4b83-a20e-9a4b245fdbd3.jpg,0
59,1.101408177500442,606822421382108,节省空间的网眼袜子、内衣和腰带收纳盒 - 尼龙抽屉分隔板，7格款、11格款,3.7,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/3c8859f1d26b450b92e1bd6a2128cc16-goods.jpeg,0
60,1.1006175816094348,607194271611210,5件套（3件枕头+2件耳堵）　灰色柔软编织颈部按摩枕 具有可调节的人体工学设计、高品质枕芯，增强睡眠舒适度。,2.83,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b1236e51-2559-419c-a4fa-fb4833c25887.jpg,13
61,1.0964694722877222,606944760848690,复古滑动收纳盒，怀旧金属罐，便携式高级整理盒，复活节圣诞节情人节多功能装饰礼盒，空盒,1.07,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/e98acd3a-b59a-40ae-a5f2-72fe85b3fbb1.jpg,1
62,1.095837908923469,607086024997129,2D平面印花 59X59英寸/150X150厘米 英式复古格子桌布，适用于餐桌罩，长方形机织格子桌布，面料材质，适用于咖啡桌、餐厅、客厅护理桌,6.77,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/c266f10f09744bebb4f41c9218a264c5-goods.jpeg,10
63,1.0958102938984562,607485121427322,2D平面2件套时尚斑马纹靠垫套，个面印花大胆棕色和白色条纹，适用于现代沙发、舒适卧室、波西米亚风客厅，动物爱好者适用，不含内芯,5.69,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d407f0606b2e41afa82b80cab4ff1996-goods.jpeg,14
64,1.0906505139838791,607273728504121,10件套（固定器4个+固定条4个+香皂架1个+贴片1个） 隐形床单固定器，可调节防滑夹；无需工具安装，适用于所有床单和床垫，保持床单坚固紧实，隐形设计，适合所有尺寸（单人/双人/特大号，酒店用品，整洁达人的必备；壁挂式肥皂盒，沥水置物，免打孔,6.45,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/93cd8a60-6e52-447f-837d-c1f7a52218c4.jpg,91
65,1.0852792418583002,606601163435290,42pcs粉白金色气球套装 ——10/5寸粉 白色，金属金乳胶气球，色彩柔和，时尚高级，适用于生日、花艺主题淋浴派对、婚礼、纪念日派对装饰，以及圣诞节、万圣节，单身派对告别，生日派对周年纪念、户外派对，婚礼庆典、室内外派对场景，轻松营造派对氛围感,2.63,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/43ae933a0bb549139bc68334fdfd0967-goods.jpeg,10
66,1.0830299313301188,607453043359274,隐私窗膜静电吸附磨砂玻璃贴 - 可移除PVC胶贴，适用于玻璃门、淋浴房 - 安装拆卸便捷，兼具遮光与隐私保护功能,13.25,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/a95466098236476487af5e1290b743af-goods.jpeg,1
67,1.08251572083872,607507133127806,28个330毫升/11.16盎司拉环罐，配有28个铝制拉环盖，适用于饮料、水果和乳制品的冷藏容器，便于家庭使用，必须使用封口机密封。,21.55,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/open/2858a13125bc40e1b8c13f1e5d8e46a6-goods.jpeg,8
68,1.0822527880384019,605586963986560,2D平面画，2D平面画，1件2D木框帆布艺术画，描绘了克里姆特风格的城市景观，带有夜空，金色城市墙面装饰，带反光的艺术品，现代家居装饰,14.0,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/90c464876d5d463e87db10949820ac91-goods.jpeg,2
69,1.0821980755434562,607349427253444,五个装透明可视储物袋，折叠拉链收纳盒，适合秋季和夏季床上用品、衣物、毛毯及床下储物，储物架收纳袋，床单储物袋，卧室衣橱内衣，床下储物,15.01,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/e906311c-de8a-43a6-846b-c063e85cc071.jpg,29
70,1.0820445583012994,606667735432767,一款色彩鲜艳的气象站时钟，配备大型背光显示屏，可实时监测温度和湿度，配备闹钟功能和舒适度指数，非常适合卧室、宿舍和书桌,3.95,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/e57d0663-eaca-4c49-ab75-9086f5349597.jpg,23
71,1.0801912828227413,607245676955430,“死者节”窗户贴纸，墨西哥狂欢节庆祝，带有绿色花卉细节，可移除，西班牙文装饰，万圣节餐厅窗户和门廊装饰，彩色家居庆祝展示,1.77,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/217a7c2178/118f7e82-9703-44f0-8053-77b147a00a10_800x800.jpeg,1
72,1.0784406758644864,607643565412724,2D平面 无框 3PCS 超级跑车海报，奇幻装饰画，现代艺术， 馈赠亲友佳品，万圣节装饰，房间壁画，办公室装饰，适用于客厅、卧室墙面装饰,3.4,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/37784abc98a743edb89e3d6a707b1a2c-goods.jpeg,124
73,1.076703465889253,607384323862377,自粘经典磨砂窗膜-1片耐高温，白色哑光隐私玻璃覆盖，自粘静电门贴纸，适用于办公室和浴室,2.49,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2024-04-28/1714275481731-0c63457ec5a24b72b0eec28d2ca403c9-goods.jpeg,2
74,1.0754239388985076,607695843241282,2D平面，挚友礼物，亚克力心形真朋友纪念吊坠，刻有“真朋友就像海玻璃，难得一见，终生珍藏”的友谊礼物,0.62,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/1b9f6ce547384834b519f02723c62a82-goods.jpeg,13
75,1.0747412280935498,607540016435492,1个像素级爬行怪TNT图案25盎司（750毫升）耐用轻便塑料水壶，可爱印花可重复使用防漏旅行跑步水瓶——圣诞节、万圣节、感恩节及新年的完美礼物,4.3,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/bac398e0-cdc5-4022-89b7-b567ee83f492.jpg,13
76,1.0745710569252596,606789068279935,5 片装 2D 平面印花龟背竹图案杯垫，底部绿色设计，餐桌放置饮品杯具均可使用，清新森系氛围感，感恩节、圣诞节送礼优选，居家桌面装饰隔热两用好物,2.22,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f8d56f89ff8c43cab370dec4bfc1ab07-goods.jpeg,1
77,1.0732706417073825,607465928276823,粉色 Tutu 上悬挂着飘带的旋转 2D 仿真弹珠 - 美丽的桌面装饰，适合家庭、办公室或舞蹈工作室，完美的礼物送给舞蹈和优雅的爱好者，舞蹈装饰,1.48,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/11a2b8c4-e7b6-4495-8295-71b2778f5b85.jpg,1
78,1.0727736963319348,607260709347943,4pcs 信封枕套，高级纯色信封枕套，简约素色亲肤透气，家用民宿酒店通用，平整不易起皱，方便拆洗，卧室软装枕头套 4 件装（不含枕芯）,8.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/fmket/84a3b8c74328e55a41c25efe373f1d22.jpg,38
79,1.0695272062310093,607039786961000,6副新奇眼镜，多孔镜框，轻盈舒适，轻量化设计，男女通用拍照眼镜，节日主题摄影道具佳选，时尚潮流款,8.4,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/8aa98b0e78cc477793a253ba54330d4a-goods.jpeg,7
80,1.068304624874472,606353951143247,2D平面，1件无框画布海报，极简坐姿人物 白色西装 棕色背景，波西米亚，复古，适合客厅、卧室、办公室、墙面装饰,10.64,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/cb7cdb15-91b8-46f7-a44f-90e4bd076857.jpg,7
81,1.0681731821285558,606794436948659,1套热狗花环带卡通香肠剪影与三角旗 - 纸质悬挂横幅装饰，适用于烧烤野餐、生日派对、车尾派对、主题活动及各类庆典装饰,2.38,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/88c08853-f938-4680-b98e-022ce8465401.jpg,2
82,1.0650828772737544,607189037076277,大容量恐龙奶粉罐与配方奶粉分装盒，带翻盖式顶盖——便携式双层加厚网格设计，适用于儿童与成人，塑料食品储存盒，适用于午餐、野餐、旅行,6.41,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/266cf336ac204086a64f00bf0b4117f9-goods.jpeg,0
