排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
11,1.1911765231649745,606733233672637,1pc纯色毛绒抱枕套，仿兔毛绒打造饱满粗竖条纹纹理，丰富多色款式可供挑选，简约纯色设计，不添加多余印花，适合打造氛围感居家角落，公寓、民宿、度假小屋都适合布置，摆放于沙发床头提升空间氛围，拉链开合便于洗护，只售枕套，不含枕芯。,5.01,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/3b19d680-ea0b-4e0d-8d8b-719020c7d873.jpg,0
12,1.189256692672188,606932815474375,红色卡通圣诞沙发保护罩，一体式通用弹力提花，防猫抓耐撕扯，可拆洗轻松打理，四季通用，客厅多场景适用，居家焕新，节日装饰送礼物佳品（不含抱枕套） 4件型号可选择,13.36,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/8000401e/7e100fef/8d090aa4509c4cbd9871f58bd59a6aa4-goods.jpeg,0
13,1.1868896347761522,607695172157597,2D平面画作，1件装个性化定制照片帆布印刷品——上传您的图片，适用于客厅、卧室装饰，现代情侣肖像画，定制图片墙壁艺术，可作为婚礼礼物、周年纪念，上传您自己的照片用于家居装饰,2.54,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/204b8669-32fa-45da-9ce4-e4aefca1176c.jpg,0
14,1.185553627954892,607279231391724,水莲曲线肌理提花沙发套 易安装 耐磨 高弹性 宠物友好型 可机洗沙发套 1/2/3/4人位 适用于旧沙发翻新 家庭客厅、卧室办公室、公寓等场景 复活节圣诞节居家好物,23.55,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/88e9e3a3020c4794b9cdabb048f1eaa3-goods.jpeg,0
15,1.1658512405553416,607266614921849,四件套不锈钢装饰托盘，7英寸长金色浴室摆件，首饰碟，化妆品收纳浴室杂物小托盘，珠宝托盘，首饰盘,6.09,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/4d20a01f9c6446a0b94b77d0955fa1eb-goods.jpeg,0
16,1.1643725594834928,607372512700176,一卷3D仿彩绘玻璃窗贴，半透明防窥单向透视窗膜，适用于家庭、办公室、阳台、卫生间等场所的窗户隐私保护膜,3.62,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/c9a8f839-15a2-4abf-a041-8b08fb1a9322.jpg,0
17,1.156940191554147,607344998079002,九个带内凹结构的木托盘，防止滑动。纯色木板可用。适用于家居杯垫和家居装饰,12.51,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/e20b7aa72b1f41a3ad68be0d981781bf-goods.jpeg,0
18,1.1507427770261125,607658597792629,2D平面款，1件圣家耶稣诞生场景挂饰（含星星）——亚克力材质，适用于圣诞树悬挂，宗教节日装饰，耶稣诞辰庆典及教堂圣诞剧演出——亚克力吊坠，2D平面设计,1.08,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/b13191eb33e84e569bdc841d55f44c84-goods.jpeg,0
19,1.1258635259139427,607492369180464,9片装 2D自粘式PVC地墙贴纸 家用通用 - 即剥即贴乙烯基地砖，现代图案（纯色/横竖线条），安装简便，免撕除残胶，免维护保养，适用于卧室、客厅、厨房 - 适合DIY爱好者,8.52,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/516ef8ba0f0449649f13032b3e47fbce-goods.jpeg,0
20,1.1201849843110652,607646719521684,99个小号欧根纱束口袋 - 月亮星星图案设计网纱糖果袋，透明珠宝糖果礼品袋，装饰性派个礼品袋，珠宝展示和包装袋，节日派个糖果礼品袋，非常适合珠宝、糖果,6.58,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/c9738aef-0894-420e-a3e0-9da134ac90f8.jpg,0
21,1.1195431215344356,607447271999919,1pc-静电圣诞铃铛花环窗贴 自粘可移除 防水 圣诞季窗户装饰贴纸,1.64,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/6026906cb8024b2e991291f21419234b-goods.jpeg,0
22,1.1138526197590326,606837118228420,1pc 简约现代格子牛奶绒沙发保护垫，柔软亲肤，可机洗方便打理，防宠物抓痕（适合宠物家庭），防污防滑设计，适合客厅和办公室使用，作为礼物也很不错。适用于单人至四人位沙发以及L型组合沙发,11.17,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/d2a806c8-2c9c-4dde-99ec-370dd5dee303.jpg,0
23,1.1099087690507081,606961135354672,1件-米色可折叠布艺衣物收纳箱，配透明顶盖与个提手，适用于衣柜及卧室搁板的 可折叠的整理箱,10.21,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/e95b15ec-8757-4614-b109-fa58ec66e98a.jpg,0
24,1.1030355464523474,607135350007241,12个万圣节3D蝴蝶墙贴，装饰性镂空黑色蝴蝶墙饰，卧室与客厅背景墙贴画，派对与家居环境美化壁贴,1.27,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/5e6f1b02-1165-4b83-a20e-9a4b245fdbd3.jpg,0
25,1.101408177500442,606822421382108,节省空间的网眼袜子、内衣和腰带收纳盒 - 尼龙抽屉分隔板，7格款、11格款,3.7,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/3c8859f1d26b450b92e1bd6a2128cc16-goods.jpeg,0
26,1.0762271500021887,607156019558007,自由伸缩立式搁架 6 个挂勾清爽台面SS-4,24.4,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/e1fc9ce3c92d4b0db2ef3092eb6939b8-goods.jpeg,0
27,1.076128352918113,606827722947477,"7-Slot Clear Mesh Drawer Storage Bins 2pcs, Foldable Clothes for Socks, Briefs And Intimates, Closet Space Organizer for Household Use",4.18,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/6ac5378b95fa4712b552b9fb1028174e-goods.jpeg,0
28,1.0650828772737544,607189037076277,大容量恐龙奶粉罐与配方奶粉分装盒，带翻盖式顶盖——便携式双层加厚网格设计，适用于儿童与成人，塑料食品储存盒，适用于午餐、野餐、旅行,6.41,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/266cf336ac204086a64f00bf0b4117f9-goods.jpeg,0
29,1.0648399142058669,607007037830627,2026升级款坐垫，L型人体工学设计办公椅坐垫，记忆棉椅垫，适合长时间坐着办公的员工通用款,25.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/b4b2d50820df4ccc91fc53fe3da90f39-goods.jpeg,0
30,1.06381310655194,607259769816028,黄铜做旧微缩恶搞西装男喝茶手办模型沙盘造景摆件，幽默玩偶小雕像迷你金属收藏品，微缩沙盘盆景配件,2.17,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7666859f-3ead-4852-b1b3-662f8418a8af.jpg,0
31,1.061518553220177,606651495103505,2026年新款加厚楔形枕头 - 这款楔形枕头非常适合情侣在床上使用，独特的设计适合多种场景，如睡前阅读、手机使用、腿部放松和仰卧休息。,22.36,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/cbbc9df5c96a442db876b4be0e7da48b-goods.jpeg,0
32,1.0591898440185934,607675978994859,创意猫咪造型陶瓷首饰盘 家用玄关钥匙收纳碟 ins风梳妆台饰品展示盘 桌面装饰送女生小礼品,6.55,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/b443ee57-3ab9-4a0c-bbff-de3c701034e9.jpg,0
33,1.0579018245203977,606886778740108,复古滑动收纳盒，怀旧金属罐，便携式高级整理盒，复活节圣诞节情人节多功能装饰礼盒，空盒,0.97,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/6eb35506-a9ec-46c4-b33a-857adaf2d69b.jpg,0
34,1.057374225853097,607309296172337,2Dflat2D平面旋转解剖模型：肝脏和胆囊 - 透明绿色亚克力材质，带旋转器官，适用于诊所、教育 - 解剖展示台，适用于医生、学生、研究人员 - 完美适配2D平面展示,1.98,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/1d04966a38ef48aebe5db2d344a8e624-goods.jpeg,0
35,1.056641271695134,607281982893817,实木卡通蜗牛造型创意茶杯垫，隔热防烫保护桌面免受水渍高温损伤，吸水防滑木质茶垫兼具装饰功能，适用于客厅厨房桌面保护垫，馈赠亲友生日派对万圣节感恩节圣诞节新年礼物,7.54,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/cf5d057a8506473995d48e3bd32df362-goods.jpeg,0
36,1.0460034660239252,606606934827685,"1pc New Bohemian Style Sofa Cover, Vintage Interwoven Comfortable Sofa Blanket, Suitable for Pets, Anti-Slip Protection, Luxurious Thick Plush Sofa Cover, Machine Washable Soft Plush Furniture Decor, Suitable for Armchairs, Double Sofas",63.84,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/fce74930999341ccbed505824c462905-goods.jpeg,0
37,1.0346459783033641,606937781507060,鲨鱼咬痕掠食者2D平面印花造型抱枕，时尚适用于卧室、沙发、房间及派对装饰，2D平面款,11.73,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/6774cf9f217344a095ac944d8e7f7deb-goods.jpeg,0
38,1.0311356305591517,607469149495406,1件装 YANSINBUY 现代几何菱形提花沙发套，适用于1/2/3/4座及L形组合沙发，毛绒防滑防刮椅套带靠垫保护垫，可机洗柔软罩套，适用于猫狗，客厅家居装饰,6.95,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a49fe915-f5f6-4383-b7ad-67d59b078dd0.jpg,0
39,1.0289774793259907,607336005528764,2pcs紧凑型三层壁挂置物架，墙面收纳搁板、悬浮展示架、墙上装饰架、墙壁陈列架，适用于卧室、书房、玄关、客厅等多种居家场景，专为家居爱好者、租房人群、家居软装改造者、小公寓住户打造。哑光质感板材结实稳固，多层分层设计，可摆放,20.71,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/4b6bfe5254dc4f16a9fac4bd13725a30-goods.jpeg,0
40,1.0203720060957364,607303793228652,4pcs植物树叶绿色米色抱枕套多功能适用于沙发躺椅卧室床椅子办公室非常适合春季新房开门红婚礼家用抱枕不含枕芯,6.69,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/42cfd4e990264b16b2ad32898847e53e-goods.jpeg,0
41,1.0198035521727005,607240039835029,3个装个向手动打气筒，多用途便携充气泵，推拉个向充气设计，配软管和3种气嘴，适用于充气床、泳圈、充气玩具及户外用品,18.25,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/556fb4d37d914421be5cf7f636a3219e-goods.jpeg,0
42,1.0156722061979881,606864767032236,4件装双面可爱抱枕套?? 柔软摇绒面料?? 适用于沙发卧室客厅的万圣节装饰?? 简约惊悚风抱枕套?? 家居礼品,11.12,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/87bff18d58694eb38ae9aa202f00ce8d-goods.jpeg,0
43,1.0151068010638824,607639874438344,2条装可爱猫咪指尖巾，珊瑚色，适用于浴室厨房日常使用，带悬挂设计,5.78,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/d02401fd-e32d-401d-af28-fa18304dea5d.jpg,0
44,1.0141452282294872,605763594480213,黑色亚克力飞机模型雕塑 - 现代简约亚克力航空复刻，逼真螺旋桨飞机及机头艺术，适合家居办公室桌面装饰,2.27,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/5bc8e1e21f11452c886e8ef1394d36b1-goods.jpeg,0
45,1.0124296712719882,607297887691053,2D平面画作，3件套现代波西米亚抽象波浪线条与银杏纹理帆布墙壁艺术 - 米色、绿色、粉色厚涂三联画，适用于客厅、无框植物印画，办公室、宿舍皆宜 - 春秋装饰，2D平面,6.29,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/63542bdb/c01b7e7d/5af2b64aa3c34fa59986ebf3a2eab857-goods.jpeg,0
46,1.006763878266365,606786652320248,2条装航海贝壳图案厨房洗碗巾，海滩海岸风情“快乐如蛤蜊”主题擦手巾，趣味海洋格纹农舍风浴室家居装饰，towels,6.59,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/db5304520204441f8b68522fdc4d398b-goods.jpeg,0
47,0.9989649867047499,607119780730956,鼠尾草香味香棒适合露营，冥想，积极，酒店，室内室外，户外，净化，香味 节日完美礼物,1.4,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/29d5e0a7-dfb8-4861-808a-72d0f1b4d67e.jpg,0
48,0.9969066942142064,607255072236332,大容量衣物收纳袋 加固提手 可折叠拉链整理袋 适用于被褥、床上用品、衣柜、搬家与宿舍 床下储物,7.09,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/c8227e66-2229-43cc-b8d5-3b0af5a7bc24.jpg,0
49,0.9933831134663584,606805577064875,5件套食品级硅胶烘焙工具组 - 耐高温刮刀与刷具组合，易清洁多功能厨具，适用于蛋糕装饰/烹饪/烧烤，是万圣节与圣诞节的理想赠礼,4.63,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/527998fe-a547-43a1-ae49-5bafd89bda32.jpg,0
50,0.9922270784681135,606832085009439,"1pc Vintage Sewing-Themed Round Refrigerator Magnets Suitable for Home, Office, Cabinet, Dishwasher - Decorative Holders with Retro Sewing Machine for Fridge, Craft Hobby Gift for Christmas, Easter, Ramadan Decorations, 2D Flat",1.74,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/cbd33efc4c01439bbd2874de83ff18d9-goods.jpeg,0
51,0.9867806426328105,606878591504742,20件装迷你坩埚壶套装，万圣节黑色女巫坩埚派个礼品与桌面装饰——新奇非食品接触道具，适用于恐怖主题派个、家居及桌面陈列,15.37,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/8a7cf12b25724e78a88017a62dfcad4a-goods.jpeg,0
52,0.9802650841679933,607557867396973,2个装葡萄酒瓶架，个性化单瓶葡萄酒架，桌面展示架，自平衡台面葡萄酒架，餐桌收纳整理架,21.03,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/07a03f0414b14c6a9101c883dcab1157-goods.jpeg,0
53,0.9788639754820112,607251850957300,1PC 有趣的圣诞驯鹿卫生间贴画，驯鹿阅读报纸式卫生间装饰品，易于安装的自粘式PVC墙贴，适用于浴室马桶盖圣诞装饰贴花,1.19,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/e4b2665074f24a3893625e54b09b8d66-goods.jpeg,0
54,0.9760183560306879,607245408525049,"1pc Four Seasons Suitable Flannel Blanket Autumn Leaves Pattern Print Design Great Gift for Family, Friends, Lovers And Relatives for Home, Living Room, Office & Outdoor Occasions Machine Washable",7.24,家居厨房用品,毯子,https://img.kwcdn.com/product/open/1fdcfa25a345417abe168038334c0676-goods.jpeg,0
55,0.9757356586811703,607428011756758,家居好物杏语沙发套，高弹全包布艺沙发罩，防滑耐磨家具保护套，多尺寸通用单人 / 双人 / 三人 / 四人沙发套，四季透气居家软装防尘罩，易拆装可水洗旧沙发翻新套,26.85,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/762c9dc96fab4d1ca31aa3ed979f17d0-goods.jpeg,0
56,0.9738826934142861,607389692612041,2D平面旋转亚克力桌面装饰品 - 优雅互锁环设计，360°旋转底座，母亲节父亲节礼物现代家居摆件，1个,1.68,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/2872ca04-2848-43f5-9e32-348938b6c7cb.jpg,0
57,0.9718395970653454,606953753420960,"2/3 Printed Durable Quilted Bedspread Set, Dark Backdrop with Floating Numeric Light Spots And Deep Curtains, 1 Bedspread And 1/2 Pillowcases (Pillow Inserts Not Included), for Home And Dorm, Breathable And Easy to Care for",11.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/587c5470-37b2-43f7-ad47-5b41887ae81c.jpg,0
58,0.9710987471582624,606107728743830,1个越野磁性冰箱贴，适用于家庭、办公室、橱柜、洗碗机——坚固圆形亚克力磁铁，带探险主题装饰，耐用，适用于冰箱、门、搁架及节日装饰，2D平面款,2.26,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/f860903f922c41f898f3f52ede9a9005-goods.jpeg,0
59,0.9695259284267816,606631228188711,1件现代灰色沙发套，适用于双人/两座沙发 - 柔软透气纹理罩套，带松紧弹性贴合，可机洗 - 单件，适用于客厅与书房装饰，适合大多数沙发，2D平面款,48.71,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/82c9a3b28f454a8cb6852ce842024c83-goods.jpeg,0
60,0.9655545649301358,607233328953150,1个迷你全地形车与雪地摩托磁性冰箱贴，适用于厨房、探险主题冰箱装饰，采用ATV主题设计，耐用亚克力长方形磁铁，用于家居装饰，适用于厨房和家居装饰，节日礼物，2D平面款,1.55,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/010eabd20703416bb5635035d720efab-goods.jpeg,0
61,0.9645506589545744,607070791239620,5卷60只紫色防漏平口垃圾袋，适用于家庭、厨房、办公室及户外清洁！多用途垃圾袋，适用于家庭、厨房、办公室、学校、户外 - 紫色，办公用品-万圣节礼物、圣诞节礼物,6.55,家居厨房用品,清洁用品,https://img.kwcdn.com/product/fancy/0901d531-3ccb-481b-bf14-35af267d0509.jpg,0
62,0.9642472379173723,607470223227639,4pcs 2D printing 复古水彩枫叶秋日感恩节装饰抱枕套 米黄色做旧风格枫叶 2d平面印刷单面印刷柔软面料拉链闭合可机洗 适用于家居厨房沙发客厅卧室户外床品装饰靠垫套 无枕芯 家用抱枕 装饰抱枕 节假日抱枕 最好的节日礼物,6.69,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/6704ffd169874277b51ad421b8adf9e4-goods.jpeg,0
63,0.9633614801112867,607061798693273,手绘复古树脂猫头鹰雕像 - 弹奏钢琴的猫头鹰摆件，带钢琴细节，适用于家庭、办公室、婚礼装饰，桌面鸟类雕塑，赠予钢琴爱好者与猫头鹰收藏家的复古音乐装饰品,9.77,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/8595a3db55064f4a834510c7fc6d90da-goods.jpeg,0
64,0.95598218336589,607607662188121,1pc 装饰墙贴开关贴，Wall stickers，Merry Christmas，自粘防水可移除贴纸，搞怪记得关灯提示牌圣诞老人图案，适用于派个装饰、家居装饰、厨房装饰、客厅装饰、卧室装饰等,0.71,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7c65fda3-bb57-4ded-a330-e4ad12a5a867.jpg,0
65,0.9511884794778294,606669882921618,汽车头枕，腰部支撑，驾驶腰垫，床头阅读枕，适合坐姿，腰椎支撑和颈椎支撑床头枕，适合躺卧、玩耍、休息、在沙发上或在地板上看电视,11.69,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/b4873ddc-30b5-48fe-bf74-ff8f5573c2d0.jpg,0
66,0.9506605868792739,607449956364062,4PCS抱枕套 橙白简约南瓜秋季感恩节装饰 乡村风南瓜枫叶花卉印花 客厅沙发靠垫套 单面印刷 亲肤柔软 拉链闭合可机洗 适用于家居厨房沙发 客厅 卧室 户外 床品装饰 无枕芯 最好的礼物 家用抱枕装饰 沙发床上装饰抱枕,6.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/26a24c54c62b4b4d8a9147b7102126fb-goods.jpeg,0
67,0.9505883385061807,607078710120040,"1件2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花圣诞老人圣诞树礼盒图案玻璃贴膜拆卸，易于安装，适用于浴室、厨房、办公室、家居装饰防水贴纸、浴室窗户装饰、婚礼和派个、装饰门窗、圣诞节玻璃窗户装饰贴纸 个面打印-玻璃贴膜",2.28,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/55ad703525a8411f84719eadaa6ada94-goods.jpeg,0
68,0.9503906428268962,607041934434073,100%纯棉床笠，方格几何图案床垫套，全包边松紧带深口袋床单，白色和灰色可选，可以机器洗 卧室适用(不含枕套),28.15,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/30472a6a-aa82-423a-880a-20c693471fbf.jpg,0
69,0.9480217213091696,607228631341835,Patchwork Plaid Blanket with Rustic Red Blue Orange Pattern for Cozy Nap Indoor Use Adult Gift for Thanksgiving And Holiday Season,10.4,家居厨房用品,毯子,https://img.kwcdn.com/product/open/383564fd3c4a4f169c1edcd0db81c5b8-goods.jpeg,0
70,0.9451621384692164,606805174366202,18个可爱彩色收纳篮，大容量便携式整理盒，适用于文具、杂物和小物件，迷你桌面装饰篮，适用于办公用品和书架（每种颜色22.86Cm），书架收纳篮,21.0,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/a68c6ac7-241d-4de9-89ef-66e4885e2ee1.jpg,0
71,0.9417607105681052,606662366733111,2pcs 个面印刷 米灰乡村复古格纹，抱枕套、靠垫套，客厅软装搭配，四季居家装饰，2D 平面印刷，不含枕芯 jit,5.07,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/98939bb8a12e4d4ba6a892e9725d7587-goods.jpeg,0
72,0.9397227507882498,607549680141405,2026年新升级的多功能人体工学枕头，适合睡觉、阅读、坐着和躺着的颈部支撑枕，带可拆洗的外套，是送给家人和朋友的完美礼物,34.84,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/ae18067815914291af67b92cc7bde82f-goods.jpeg,0
73,0.9391500194871438,606948518931552,抽屉柜子的垫子无纺布材质可根据需要的尺寸随意裁剪,8.56,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/860db0d9-586a-4567-b4f2-1884c895d886.jpg,0
74,0.9388457759700015,607334529097009,2D平面亚克力龙带发光球摆件设计 - 波西米亚幻想龙像，浓郁棕蓝色设计，无需电源，家居办公桌面装饰，理想礼物送给幻想爱好者、父亲节、母亲节，龙主题摆件，波西米亚风格，鲜艳色彩,1.96,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/66d2a1cc4e2e44c79f737c3afde5a59c-goods.jpeg,0
75,0.9337865584463005,606042297606386,速效塑料泛黄去除剂，修复焕新泛黄空调，美白塑料面板，修复马桶表面，多功能泛黄去除剂,2.72,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/8e42ddc2a37a43aa807ad07f1076fd45-goods.jpeg,0
76,0.9331871008733436,606899932129116,10件便携式定制旅行配件收纳盒，迷你珠宝配件收纳盒，戒指、耳环、项链首饰整理盒，圣诞节、母亲节、婚礼伴娘的完美礼物！首饰盒,34.93,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/57572bae-4ef3-42f5-ada9-15f5fa0551a7.jpg,0
77,0.9324601686425058,607523373466692,2D平面定制照片帆布画 1件装 - 可根据您提供的图片进行个性化制作，上传您的照片，适用于客厅、卧室装饰，现代肖像墙画，可作为家庭礼物、婚礼礼物、宠物肖像，上传您的图片,2.54,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/560ba3af-c8df-4045-b75a-1b987ee35812.jpg,0
78,0.9310497398225761,605756950702659,1pc桌旗，夏季复古中世纪几何桌布 - 抽象青蓝和粉红格子设计印花图案桌布，生日派对装饰，非常适合春夏季厨房装饰，户外花园派对装饰；餐厅装饰桌布，房间宴会装饰用品,2.19,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/b0145a6bfcfc4fd5a23b7488a211e607-goods.jpeg,0
79,0.9274841265395107,607694232616571,56件套（28个底托+28个盖子）3.4盎司心形迷你面包模具，带盖迷你蛋糕模具，一次性小蛋糕模具，烘焙杯，松饼烤盘，蛋糕杯，适用于派对、婚礼、生日、圣诞节、新年快乐、情人节,15.62,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/open/aee3ec05cf4449ea97e25e270eaa66c2-goods.jpeg,0
80,0.9271805282119244,607163871280687,"2D Flat 4pcs - Rustic Lemon Blossom Beige Circular Placemats Suitable for Parties, Home Use, Themed Restaurants, Halloween, And Christmas Decorations. Ideal for Both Indoor And Outdoor Use",4.98,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/4869d9bb44064fc6878e7f92ed83ed69-goods.jpeg,0
81,0.9256003299182041,601099819976169,创意破墙海底世界卧室玄关宿舍家居装饰墙贴贴纸自粘墙贴,3.98,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/48ced8aa-b06d-457a-8c8a-850e5b38a0f5.jpg,0
82,0.9255466803157216,607429286808253,2D Flat桌旗1件，抽象几何六边形对称设计涤纶桌旗，桌饰旗，适用于节日家庭聚会餐桌装饰，派对用品，家用餐桌摆饰，活动宴会桌面配饰,2.08,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/21f0663a20/234360eb-6e99-42c5-aae4-5ecb64f3fc84_1024x1024.jpeg,0
