排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
13,1.2108388962053953,607419421832668,2D平面抽象椭圆形靠垫套2件套，个面印花黑色和米色几何图案，适用于舒适的沙发角落、现代卧室角落、时尚客厅装饰，适合潮流家居装饰者，无内芯,7.01,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/fb8017a58c734e17884de1dc1d2419b9-goods.jpeg,13
14,1.2058938669450585,607478678965095,1件，2D单面印刷weirdo复古条纹英文抱枕套，趣味英文艺术字体图案印花靠垫套，美式复古休闲风格，桃皮绒材质，多种尺寸任选，可机洗，拉链闭合，无枕芯，适合沙发、客厅、卧室装饰等,2.58,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/e1a2c261444f4f139bf6bdddef73bfab-goods.jpeg,11
15,1.1887722434481625,606851747961850,1 件 2D 平面印花，非真实刺绣，非 3D 效果，柔软绒面抱枕套，单面印花设计，可爱圣诞小猫咪节日主题抱枕套，适用于沙发、卧室、车内、节日家居装饰，圣诞礼品，仅抱枕套（不含枕芯）,3.32,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/39bb9509-3525-4d55-ae9c-88e57a0b6466.jpg,12
16,1.1876530901280862,607511696481251,12个复古牛油果绿，沙白，金属金气球套装，金色亮片乳胶气球，适用于波西米亚风，生日，婚礼，新娘送礼会，复活节、毕业派对、周年纪念日、春日主题庆祝，周岁宴，儿童派对装饰物,1.74,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ec07ce49-0886-46d2-a2b0-88e576a0e86b.jpg,11
17,1.185553627954892,607279231391724,水莲曲线肌理提花沙发套 易安装 耐磨 高弹性 宠物友好型 可机洗沙发套 1/2/3/4人位 适用于旧沙发翻新 家庭客厅、卧室办公室、公寓等场景 复活节圣诞节居家好物,23.55,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/88e9e3a3020c4794b9cdabb048f1eaa3-goods.jpeg,0
18,1.1820450209228974,607180984006211,1pc豪华秋冬保暖粉色牛奶绒纯色，柔软，舒适，床垫保护罩，低过敏，可机洗，适用于卧室，客房和酒店，没有枕套,8.57,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/4d386797-8cc2-48ce-81b0-16d269bdaab3.jpg,172
19,1.1715672179342091,605853939812129,2D平面，2D平面，一体式定制木质画框帆布墙，用于2D平面设计的艺术品 - 展示了充满活力的高清Pops艺术风格印刷品，自选您的照片。非常适合客厅、卧室、办公室或宿舍的装饰,8.65,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/df709487-7d02-4dac-8abc-949cb8c55f04.jpg,40
20,1.1703790900963276,606654045243238,100%纯棉床笠 1件装加厚加固不含枕套 柔软透气深口袋床垫罩，防皱舒适床单，适用于所有床垫尺寸，四季通用床垫套，适用于各种家居的搭配,11.12,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/8d8fa4d4217b4649949d141e7e56843f-goods.jpeg,27
21,1.170318424993513,606909595773159,2D平面设计，2D平面模型，1个旋转猫咪造型储钱罐——采用亚克力材质，适用于家居/旅行装饰，可爱旋转摆件/小饰品，生日或节日礼物（猫咪主题），2D平面设计，2D平面,1.78,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/b7a878f8-63e9-4da3-84ce-92fa5451c72e.jpg,11
22,1.1695862915180053,607342649252814,"1pc Fun-Themed Toilet Bathroom Wall Sticker, Buzz Lightyear Reading Newspaper, Humorous Sticker, Suitable for Bathroom, Toilet And Wall Background Decoration, Christmas And New Year Gift, Cute And Practical Sticker, Easily Creating a Cozy Space",1.35,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/916cf90b3e2d42f9b90638049891a1c4-goods.jpeg,83
23,1.1683412551603904,607146624269636,8件套粉紫蓝气球 K-pop 音乐气球套装，生日派个装饰、充气迪斯科球、音符、音乐、应援音乐会铝膜气球、粉丝俱乐部派个背景装饰,2.43,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/bdd8b4c7975a4ebea8b21ba6c550081a-goods.jpeg,16
24,1.1643725594834928,607372512700176,一卷3D仿彩绘玻璃窗贴，半透明防窥单向透视窗膜，适用于家庭、办公室、阳台、卫生间等场所的窗户隐私保护膜,3.62,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/c9a8f839-15a2-4abf-a041-8b08fb1a9322.jpg,0
25,1.1195431215344356,607447271999919,1pc-静电圣诞铃铛花环窗贴 自粘可移除 防水 圣诞季窗户装饰贴纸,1.64,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/6026906cb8024b2e991291f21419234b-goods.jpeg,0
26,1.118206815163297,606581584405468,1pc 一条线灰色印花桌旗 北欧印花几何桌旗时尚茶旗餐旗长条 厨房装饰 聚酯纤维面料,3.49,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/7d19780b5cc54b05bcc3e30b8938ca12-goods.jpeg,23
27,1.1138526197590326,606837118228420,1pc 简约现代格子牛奶绒沙发保护垫，柔软亲肤，可机洗方便打理，防宠物抓痕（适合宠物家庭），防污防滑设计，适合客厅和办公室使用，作为礼物也很不错。适用于单人至四人位沙发以及L型组合沙发,11.17,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/d2a806c8-2c9c-4dde-99ec-370dd5dee303.jpg,0
28,1.1088213919619503,607078441702709,2D平面，2D平面，复古海报，帆布画，牛仔骑马墙面装饰，客厅卧室美学帆布艺术画，乔迁礼物，无框,5.39,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/525c801f2d84436a8cc6a92596d5bc5a-goods.jpeg,14
29,1.1029360530741579,607021399134151,2pcs 现代风格抱枕套，多颜色可选 适合波西米亚风格客厅， 客厅抱枕套，柔软装饰沙发床，拉链封口，可机洗，不含内芯,21.42,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/283b1a5c8a07426c9c8e0bcfd2f52727-goods.jpeg,1
30,1.1015111273310974,607659335990298,性别揭示气球，39个装，12英寸 粉色 蓝色 白色 沙色 金色 | 波西米亚风中性迎婴派个生日派个 男孩或女孩 他或她 性别揭示装饰气球,2.37,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/85d4e3c10c414eb493bea322f31cc1c6-goods.jpeg,32
31,1.09662246825135,607575852592671,1pc 纯磨砂窗膜不透明隐私膜窗户自粘胶，磨砂玻璃膜静电胶无胶膜隐私保护防紫外线家用办公室哑光,2.14,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/15d5851983af409f9a3914f0a3992bc2-goods.jpeg,54
32,1.0906505139838791,607273728504121,10件套（固定器4个+固定条4个+香皂架1个+贴片1个） 隐形床单固定器，可调节防滑夹；无需工具安装，适用于所有床单和床垫，保持床单坚固紧实，隐形设计，适合所有尺寸（单人/双人/特大号，酒店用品，整洁达人的必备；壁挂式肥皂盒，沥水置物，免打孔,6.45,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/93cd8a60-6e52-447f-837d-c1f7a52218c4.jpg,91
33,1.0830299313301188,607453043359274,隐私窗膜静电吸附磨砂玻璃贴 - 可移除PVC胶贴，适用于玻璃门、淋浴房 - 安装拆卸便捷，兼具遮光与隐私保护功能,13.25,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/a95466098236476487af5e1290b743af-goods.jpeg,1
34,1.0783978048525422,607224336336836,黄铜微缩双管天启坦克金属模型沙盘造景装饰摆件，科幻战车小雕像迷你金属收藏品，微缩沙盘盆景配件，桌面办公桌饰展示,8.9,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/b35e2501-43f0-4a3d-94e1-31e31fb5e178.jpg,4
35,1.076128352918113,606827722947477,"7-Slot Clear Mesh Drawer Storage Bins 2pcs, Foldable Clothes for Socks, Briefs And Intimates, Closet Space Organizer for Household Use",4.18,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/6ac5378b95fa4712b552b9fb1028174e-goods.jpeg,0
36,1.0754239388985076,607695843241282,2D平面，挚友礼物，亚克力心形真朋友纪念吊坠，刻有“真朋友就像海玻璃，难得一见，终生珍藏”的友谊礼物,0.62,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/1b9f6ce547384834b519f02723c62a82-goods.jpeg,13
37,1.0747973022207369,606695652695249,2D平面旋转亚克力人脑模型，带360°旋转底座 - 教育解剖展示，带标签的脑区、大脑皮层、脑干、小脑,2.17,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/53086beb-223c-413d-9325-0fa51255b0d5.jpg,15
38,1.0681731821285558,606794436948659,1套热狗花环带卡通香肠剪影与三角旗 - 纸质悬挂横幅装饰，适用于烧烤野餐、生日派对、车尾派对、主题活动及各类庆典装饰,2.38,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/88c08853-f938-4680-b98e-022ce8465401.jpg,2
39,1.0650828772737544,607189037076277,大容量恐龙奶粉罐与配方奶粉分装盒，带翻盖式顶盖——便携式双层加厚网格设计，适用于儿童与成人，塑料食品储存盒，适用于午餐、野餐、旅行,6.41,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/266cf336ac204086a64f00bf0b4117f9-goods.jpeg,0
40,1.0645033881650192,607120317634638,2/3/4/8Pcs猫咪造型多功能防风晾衣夹，厨房收纳夹，文具夹，沙滩毛巾夹 家用晒衣服 / 被子 / 袜子防滑固定夹 封口夹票据夹 耐用无异味塑料夹,1.73,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/72919b39-869a-4f40-9741-7297e34e353e.jpg,11
41,1.0645015676463074,607686045364029,4件装便携式木质牙签盒，含牙线盒，口袋收纳盒，浅棕色透明木纹，触感精致光滑。螺丝设计使物品整齐有序，保持洁净。（颜色随机）不含牙签,2.85,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/672f92a892d642c48d5e3b5115574ea5-goods.jpeg,22
42,1.06381310655194,607259769816028,黄铜做旧微缩恶搞西装男喝茶手办模型沙盘造景摆件，幽默玩偶小雕像迷你金属收藏品，微缩沙盘盆景配件,2.17,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7666859f-3ead-4852-b1b3-662f8418a8af.jpg,0
43,1.0619391060337222,607194942669259,6枚亚克力冰箱贴，防褪色印花装饰，强磁吸附，适用于厨房、办公室及金属家具，温馨日常家居装饰,4.22,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/33c0e3c3-6535-4705-af02-8abe38376118.jpg,54
44,1.057729781310804,606614451001719,"Soccer Event 2026 - 1 Box (6pcs) Christmas Basketball/Football Decorations, Christmas Tree Hanging Ball Basketball Decorations, Christmas Tree Sports Party Decorations Perfect Home Decorations for Christmas Decorations, Wedding Parties, Engagements",4.3,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/bdc06be458fa494aa2c177efeb75abbe-goods.jpeg,2
45,1.0576628837979387,607189976587728,2D平面，1件旋转女孩与狗桌面装饰 - 无需电力旋转动画效果，轻质亚克力家居、办公室、客厅、阳台或露台摆件 - 宠物爱好者暖心礼物，逼真雕塑，精细工艺，温馨空间配件，艺术雕塑，高品质做旧，装饰小雕像，职场人士，2D平面,1.48,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/4e018929-3ed0-4cb4-adc4-8fcb5311c81f.jpg,1
46,1.057374225853097,607309296172337,2Dflat2D平面旋转解剖模型：肝脏和胆囊 - 透明绿色亚克力材质，带旋转器官，适用于诊所、教育 - 解剖展示台，适用于医生、学生、研究人员 - 完美适配2D平面展示,1.98,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/1d04966a38ef48aebe5db2d344a8e624-goods.jpeg,0
47,1.054837039468539,607285942280539,2D平面 12/24/50片装 绿色瓷砖防溅贴纸 自粘式墙砖贴 纹理墙贴 大地色系自粘瓷砖贴纸 现代自粘式厨房防溅墙贴 浴室瓷砖贴纸 2D平面,23.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/84a26703216d4172a2fa79b604cd723b-goods.jpeg,48
48,1.0444641813617845,606655118991294,110个5英寸金属金乳胶气球、金色气球，用于毕业，万圣节，新年，生日派对，开业庆典，周年庆，婚礼，年会，周岁生日，新娘送礼会，成年礼，父亲节，儿童派对装饰物,9.21,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/d6443071-6f0f-4b36-94ad-52281afed793.jpg,15
49,1.0440744328776936,607582831904902,水晶贝壳配珍珠装饰，透明彩色玻璃海贝壳雕像，迷你桌面摆件，美观的桌面雕像，家居房间装饰礼物,6.08,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7ae1147d-1aee-4742-998a-eed94d8c305a.jpg,11
50,1.042008278015519,607695306384222,30件装 悬浮画框展示架 3D珠宝展示盒带底座，尺寸4.33×4.33×0.79英寸，白色（含10个收纳盒与20个底座）,16.01,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/a09432c3e1f148e4825bdae58a1600bf-goods.jpeg,10
51,1.0393680989059206,607129444402773,1PC-趣味圣诞公鸡窗贴 圣诞帽搞怪公鸡 橱窗玻璃节日装饰贴纸,0.96,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/e559621d8adb42bfa0ccebb2e014a1e7-goods.jpeg,10
52,1.039064125807553,607505254025977,1件装 黑/白/金/银色WPC相框，加厚拉丝金属相框，适用于墙面装饰与桌面摆放，适配3.5x5、4x6、5x7、6x8（20.32x25.4厘米）尺寸照片，简约画廊墙装饰,3.15,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/32accb6b-5310-407f-9fa2-a1f4c27dee64.jpg,31
53,1.0384045710324412,606850271514824,4件 波西米亚几何组合抱枕 家居装饰靠枕 2D平面印花 家居装饰抱枕套，拉链闭合靠垫套，适用于厨房沙发、客厅、卧室、床品节日装饰，不含枕芯，可机洗，单面印花。,5.14,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/57acf9e1-9d12-47c8-8058-de1e405344ed.jpg,2
54,1.0383457351375847,606575947273785,"2D 2件棕色几何线条抱枕套, 简约现代风格平面印刷装饰抱枕套 冬季农舍装饰 居家暖居 适用于沙发、躺椅、卧室床、椅子、办公室等多场景 不含枕芯 可机洗",6.52,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/11c47fb1db174ddda87a9da959c30584-goods.jpeg,22
55,1.0361936109605945,601104854513750,定制自定义图片帆布装饰画带框，1件可定制画框帆布墙艺，母亲节、圣诞节、生日个性化照片礼物，高品质面料，现代家居装饰，卧室客厅可爱房间装饰,10.03,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/361fab11-2f6a-4fbe-b401-07491b1c75e3.jpg,2
56,1.0346459783033641,606937781507060,鲨鱼咬痕掠食者2D平面印花造型抱枕，时尚适用于卧室、沙发、房间及派对装饰，2D平面款,11.73,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/6774cf9f217344a095ac944d8e7f7deb-goods.jpeg,0
57,1.0311356305591517,607469149495406,1件装 YANSINBUY 现代几何菱形提花沙发套，适用于1/2/3/4座及L形组合沙发，毛绒防滑防刮椅套带靠垫保护垫，可机洗柔软罩套，适用于猫狗，客厅家居装饰,6.95,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/a49fe915-f5f6-4383-b7ad-67d59b078dd0.jpg,0
58,1.0301983866275972,607481631752308,20件不锈钢锥形羊角面包模具套装、奶油卷、泡芙、华夫饼筒烘焙模具、烘焙用品、厨房小工具,5.13,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/e22d106a-4e9c-4afa-9f7c-7ad7a849f6a8.jpg,38
59,1.0291137984513055,607028915356096,高品质三层波西米亚中性色悬挂篮 - 编织绳墙壁收纳架，带节省空间的垂直储物架，波西米亚风格，适用于浴室、婴儿房、厨房、卧室 - 多房间悬挂式置物箱，用于存放毛巾、餐具,6.93,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/daea8acfcac842ed9e4e625b95703a37-goods.jpeg,8
60,1.0289774793259907,607336005528764,2pcs紧凑型三层壁挂置物架，墙面收纳搁板、悬浮展示架、墙上装饰架、墙壁陈列架，适用于卧室、书房、玄关、客厅等多种居家场景，专为家居爱好者、租房人群、家居软装改造者、小公寓住户打造。哑光质感板材结实稳固，多层分层设计，可摆放,20.71,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/4b6bfe5254dc4f16a9fac4bd13725a30-goods.jpeg,0
61,1.0243805717549361,607101594215296,1件海盗骷髅主题弹力全包长方形桌布，金色纹饰黑底双剑交叉设计，可机洗重复使用，适用于家庭聚会、酒店宴会、披萨店主题派对、派对活动装饰，优雅设计，弹力面料，轻松安装，装饰桌布,20.94,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/cd911241-8690-4f1d-95a7-49203c57e2ca.jpg,7
62,1.0231400215321778,606920601600363,7厘米淋浴地漏盖，带自动开/关功能和内置过滤器的防臭浴室排水芯 ，防堵塞浴室下水道，适用于淋浴间、厨房和阳台,1.58,家居厨房用品,浴室用品,https://img.kwcdn.com/product/fancy/16192e59-7a02-4a20-bb64-9eab4e681e9a.jpg,3
63,1.0203720060957364,607303793228652,4pcs植物树叶绿色米色抱枕套多功能适用于沙发躺椅卧室床椅子办公室非常适合春季新房开门红婚礼家用抱枕不含枕芯,6.69,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/42cfd4e990264b16b2ad32898847e53e-goods.jpeg,0
64,1.018864389357932,607051061284550,5pcs Women Hair Drying Hat Quick-Dry Microfiber Hair Towel Cap Hat Bath Hat Solid Towel Cap Super Absorption Turban Hair Dry Cap,7.85,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/2024-10-05/1728093192407-cd0010c0bddd4e638cb9bb2f3f0f941b-goods.jpeg,5
65,1.0177149809332942,607186352716016,1pc Thickened Elastic Cross-Hatch Jacquard Office Chair Headrest And Backrest Cover,5.51,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/5a365650-6e29-4a61-b9f1-639d0d68a2b9.jpg,37
66,1.0156722061979881,606864767032236,4件装双面可爱抱枕套?? 柔软摇绒面料?? 适用于沙发卧室客厅的万圣节装饰?? 简约惊悚风抱枕套?? 家居礼品,11.12,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/87bff18d58694eb38ae9aa202f00ce8d-goods.jpeg,0
67,1.0141452282294872,605763594480213,黑色亚克力飞机模型雕塑 - 现代简约亚克力航空复刻，逼真螺旋桨飞机及机头艺术，适合家居办公室桌面装饰,2.27,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/5bc8e1e21f11452c886e8ef1394d36b1-goods.jpeg,0
68,1.0101032275551454,607419891604290,4pcs 2D平面印花，花与蝴蝶主题抱枕套，非真实刺绣，复古木纹与格纹装饰风格，柔软舒适方形沙发靠垫套，多尺寸可选，适用于客厅、卧室、书房和阳台，不含枕芯,5.49,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/41d1a6bc1b984f00ba15d0639860a3dd-goods.jpeg,3
69,1.005718551101236,601102287906295,500/900Ml 1个 家用手动绞肉机蒜蓉切碎机 旋转式蒜压榨器蔬菜洋葱切割机 厨房烹饪辅助,5.35,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/2024-04-18/1713421347760-da53de7dff27425db875995156369eb9-goods.jpeg,18
70,1.000186007668554,607244737458372,"1件2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花可爱圣诞小驴子造型装饰静电膜适用于卧室厨房浴室阳台窗户圣诞家居装饰，双面打印，可重复使用，可移除的PVC节日防水贴纸，完美的万圣，圣诞节派对装饰贴纸-玻璃贴膜",1.35,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ac552ff601ed4e788b583f515f793931-goods.jpeg,7
71,0.9984346979218431,606363950403918,（2D平面）1件抽象陶土色波浪层桌旗，经典柔和气质家居装饰，清新可爱色调，易于折叠收纳，非常适合农舍厨房、茶几，以及简易室内装饰,3.05,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/d92a96a2d7b04f7cbfe557749e1be28d-goods.jpeg,21
72,0.998420447575329,607373452275426,1件遮阳伞海滩挂钩-可以用它来挂一些东西，比如T恤、包、拖鞋、潜水面罩，或者任何你想要的东西-用于安装在最大直径8毫米的杆子上,1.25,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/c57965fb-c35f-4402-b9f6-b9ee463548b4.jpg,26
73,0.9957676981365743,606049830552166,2D平面，1 件农家风格的青草地里的鸭子木制框壁画 - 创意墙壁装饰相框画 - 乡村风格家居装饰适用于家庭、客厅、卧室、厨房，咖啡馆，浴室、办公室，室内外使用，理想的入住礼物，家居装饰，乡村农舍复古风格，8x8英寸,10.07,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/6bc10371-ff6e-4b48-bab4-d5832a56d9ca.jpg,22
74,0.9889478691655265,607676381661303,高端单向透视隐私窗膜，适用于居家、办公场景；恒温控热、全阻隔紫外线太阳膜，静电吸附无背胶，防眩光装饰窗贴；高镜面反光轻奢隔热玻璃保护膜，耐刮耐磨，可自行安装镜面隔热膜,4.33,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/08973d19-7c63-4653-b278-34b157db9d51.jpg,31
75,0.987061184979486,606088669803385,2D平面，2D平面，个性化动漫风卡通家庭 | 带框帆布艺术品 - 一款定制包装帆布印刷品 - UV墨水印刷，专为婚礼/周年纪念主题定制。独特的卧室、客厅、厨房墙壁装饰,12.14,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/20753a56fba447e39cbe31a082a7901d-goods.jpeg,40
76,0.9852470443559702,607004085072522,"感恩节白南瓜橡果橡叶花环窗贴玻璃门窗餐厅家居装饰贴画无胶自粘窗贴, 家居墙贴, 家居装饰品窗贴 可移除自粘贴, 节日表面装饰, 季节性粘合艺术, 节日贴纸, 装饰艺术风格, 装饰艺术窗贴，PVC材质，自粘贴纸，适用于春季，夏季，等节日装饰贴",1.33,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/05b455d75047438b9694a7cf93470a48-goods.jpeg,15
77,0.983146946581288,607207559114499,6个装不锈钢粘性挂钩，多功能厨房浴室装饰墙壁挂钩，重型粘性挂钩套装,3.14,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/0f131f0823ae481cb110cd4c80cdfc00-goods.jpeg,13
78,0.9754005410164456,605537370477744,2D平面圆形木板标牌，有关神圣家庭的复古木板牌匾，圣母玛利亚约瑟夫和耶稣装饰牌，适合客厅装饰、书房装饰、餐厅装饰或礼物。 Chinese,2.42,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21137b205b4/697a1af9-e8f4-4dc7-8350-1533068e329a_800x800.jpeg,64
79,0.9752698245235554,607278426073278,2D flat banner【派个横幅，拉旗】10PC，涤纶材质，25岁生日三角拉旗装饰，黑色金色搭配，生日主题装饰、派个悬挂三角拉旗装饰、用于客厅、背景墙、门口、走廊，墙面装饰，户外庭院围栏、室内/室外悬挂使用，无需电力，易悬挂,6.49,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/28b36c9eacab40e9bdba86131becb78b-goods.jpeg,35
80,0.9748311374963015,606952881004638,4pc几何腰枕套，棋盘、方格条纹、波点图案，拉链闭合，装饰枕套|矩形枕套，长方形枕套，靠腰枕套，腰枕支撑，枕头枕套，适合沙发 床 客厅 卧室等，适用于各种房型-不含枕芯,5.83,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/3c706b8ce1b44ab386d256791c8bc560-goods.jpeg,14
