排名,预测分,商品ID,标题,美元价格($),cat_l1,cat_l2,main_url,总销量
48,1.2235199401547132,606713235256204,单向透明隔热窗膜 适用于玻璃窗户 静电吸附PVC膜 兼具隔热防眩光功能 阻挡阳光 适用于家庭办公室、玻璃门、镜子、窗户 - 可直接粘贴,1.85,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/d9f141a3-7b1f-4cb1-b326-3af66ffd4676.jpg,78
49,1.2220896774255763,606626664788826,1pc 双面米底色复古水彩缠枝花卉印花抱枕套，2D平面印刷，中古风田园氛围感，适合客厅卧室软装搭配，不含枕芯,3.86,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/4536d7dde3e8411fa93f9f30004db56b-goods.jpeg,4
50,1.2196624666421336,606856781131764,2件，纯色酒红色丝绒抱枕套，柔暖丝绒面料，简约纯色花设计，复古轻奢风格，内置隐形拉链，可机洗，不含枕芯，适配沙发、卧室、酒店民宿软装搭配。,4.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/a24b16db-b521-4f52-8d5a-518a1973c02c.jpg,43
51,1.2194582813550086,601103503980637,"个性化照片帆布墙艺术，支持自定义照片上传——将您的照片印制在帆布与木质画框上——上传您的图像，适合情侣、家庭肖像——理想礼物, 房间装饰, 卧室海报, 墙面艺术印刷品, 海报墙艺术, 墙面装饰画, 艺术作品, 艺术印刷品, 墙面艺术画布",5.79,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/0170d09a261c4a0d88db9b013e257e42-goods.jpeg,13
52,1.219325229286941,607095487317622,绿色格纹桌布，高品质餐桌罩，适用于野餐、派对、烧烤及户外餐饮装饰,7.17,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/c62b1602-af6c-4828-af54-99cfaa960444.jpg,30
53,1.2174413017360208,607313591129064,11件14英寸裙夹裤架木色/棕色裤架带挂钩360°旋转钩子夹子可伸缩调整宽度夹裤子裙子方便耐用,22.92,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/79920a9216f943ee9f8bc5f648815bed-goods.jpeg,0
54,1.2173371028466011,606896710846318,亲肤柔软颈椎支撑枕套，优质面料枕套，适用于人体工学枕头，背部和侧睡者，抗皱防起球耐用颈椎支撑套，带隐形拉链，灰色枕套床上用品,6.1,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/9e8bd8ad62e34338b82a0c232d2211c0-goods.jpeg,5
55,1.2167291393611186,607052537640197,Dokriy 2件装 学院风粉色豹纹与8号球装饰抱枕套，时髦俏皮猎豹Y2K幸运8号球美学抱枕套，适用于少女房、宿舍、公寓装饰（单面，含枕芯）,5.09,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/bc5d0dce-b0c1-4d45-a938-0bdec0acd0f8.jpg,8
56,1.2160360743937095,605742673277419,2D平面设计，2D平面设计，3幅定制姓名海报套装，2D平面设计可选带框或无框。个性化拖拉机艺术画布系列，非常适合家居装饰，适用于客厅和卧室，是艺术爱好者的完美礼物,7.45,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/32708a86-6c52-4968-8c2d-fe5b6b14ac96.jpg,47
57,1.2139673855348676,605955475531185,2D桌旗1件，红黑白色流动线条涤纶桌旗适用于餐厅、咖啡桌或餐桌、电视柜、节日和家庭聚会装饰桌布，易于清洁,2.81,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/2aa56826-4984-4020-a023-f144d28feb80.jpg,3
58,1.2108388962053953,607419421832668,2D平面抽象椭圆形靠垫套2件套，个面印花黑色和米色几何图案，适用于舒适的沙发角落、现代卧室角落、时尚客厅装饰，适合潮流家居装饰者，无内芯,7.01,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/fb8017a58c734e17884de1dc1d2419b9-goods.jpeg,13
59,1.2083145581707937,607248696877877,96件波西米亚灰尘玫瑰粉红色裸紫红色中性棕色象牙白色气球气球拱门花环套件，婴儿淋浴气球女孩，波西米亚生日婚礼婴儿淋浴派对装饰的女孩,4.33,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/95c37368-97f1-46c3-95f4-a88ff346f209.jpg,107
60,1.206952111555493,607079582531730,1pc V字型肌理提花全包沙发套 高弹力一体式懒人防尘沙发罩 耐磨 防滑 宠物友好 可机洗1/2/3/4人位保护沙发套 适用于旧沙发翻新 家庭客厅、卧室办公室等场景 复活节圣诞节居家好物,22.5,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/aba97d64-0722-4f28-ae11-16c647fa09d3.jpg,4
61,1.2059393141538979,606024044012098,25件套睡衣派对伴手礼套装，多件套派对礼品包，适合作为女孩周末礼物，适用于睡衣派对、水疗派对用品、短途旅行、万圣节、圣诞节,19.17,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/b0566f26082c4c01a8d19f74ab7bef34-goods.jpeg,28
62,1.2058938669450585,607478678965095,1件，2D单面印刷weirdo复古条纹英文抱枕套，趣味英文艺术字体图案印花靠垫套，美式复古休闲风格，桃皮绒材质，多种尺寸任选，可机洗，拉链闭合，无枕芯，适合沙发、客厅、卧室装饰等,2.58,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/e1a2c261444f4f139bf6bdddef73bfab-goods.jpeg,11
63,1.2056896254935314,607622560376495,2D平面4件套万圣节恐怖怪兽枕套 黑色靠垫套 单面印花 不含枕芯 沙发床装饰 适用于客厅卧室,9.36,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/c66e7caf38044625b5833506c8dcb0bd-goods.jpeg,43
64,1.201988263788014,606683304714833,1件装框个人化高清帆布印刷品，客制化照片艺术，现代，经典，装饰风格，高品质油墨画布上，卧室、客厅、婚礼、情人节礼物的水平墙壁装饰,1.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/ad17024d-c4ed-4e32-afbf-64315115a1e7.jpg,0
65,1.2016105134069741,606929728451756,【】 1pc 居家多功能印花抱枕套 米色底棕褐色竖条纹 抱枕套，居家软装 / 客厅装饰 / 卧室布置，民宿装饰 / 飘窗布置，简约美观 / 温馨氛围感，乔迁礼物 / 生日礼物，不含枕芯,4.31,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/8aa17c46-38fe-48fc-8136-1e3fca8c9256.jpg,32
66,1.1995329467799167,607553975061290,2D 平面海星和贝壳亚克力桌面装饰 - 2D 平面旋转设计，用于办公室放松，夏季海滩派对装饰，海洋主题装饰,2.12,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/5ecb8c5a026c4f8287482b63470decc0-goods.jpeg,7
67,1.1983843196331303,607619473353829,"2/3pcs All-Season Quilted Comforter Set, Includes 1 Comforter And 1/2 Pillowcases, OEKO, Soft Fluffy And Breathable, Warm And Cozy for Fall And Winter, Lightweight Luxury Hotel-Style Bedding, Machine Washable for Bedroom, Guest Room And Dorm",15.16,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/529a0e3c-9b2c-40ee-a9a9-ecd9516462b0.jpg,21
68,1.1983623573685707,606973214973089,1个可重复使用水壶盖，适用于家庭和办公室，带内扣密封的防漏螺旋盖，适配53-65毫米瓶盖，可替换用于水罐、水壶、饮水机、壶具的盖子,1.36,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/60114e75-dac4-4fa7-b3a5-d2f4c3f3c00c.jpg,9
69,1.1966751580633266,606710014015330,264.55LB 承重最新设计全合一人体工学增高支撑垫 透气柔软睡眠枕床头靠垫看电视阅读支撑垫腰部和臀部科学支撑家用男女通用舒适,30.97,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/10bf8b5b525e4418ae2c0a990fe6e275-goods.jpeg,0
70,1.1966150980904378,606908656277928,复古学院风美拉德格纹织带蝴蝶结diy手工发饰发箍发发夹服装箱包鞋袜帽子玩偶礼盒包装装饰配件饰品材料饰品辅料,2.19,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/e709814c-750c-4e90-b07e-4602996b18e0.jpg,7
71,1.1963941964787712,607152529899109,1个枕套，复古风格极简面部艺术图案，柔软光滑的聚酯短绒面料，单面印刷图案，45厘米 x 45厘米 x 18英寸 x 18英寸，温馨家居装饰，适合客厅沙发、卧室和阳台,4.52,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fmket/d9a95546aa0a4ab5d9c2cefdd6ab5966.jpg,16
72,1.1937271169545944,607447674682804,2D平面，1件复古木制装饰标牌，泰坦尼克号主题 - 复古墙饰，适用于家居、酒吧、餐厅的海洋风格装饰 - 历史爱好者与航海迷的独特礼物，Decorative Sign,1.83,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/8999703d82504a28a5fcd0d5d7e33da3-goods.jpeg,1
73,1.1911765231649745,606733233672637,1pc纯色毛绒抱枕套，仿兔毛绒打造饱满粗竖条纹纹理，丰富多色款式可供挑选，简约纯色设计，不添加多余印花，适合打造氛围感居家角落，公寓、民宿、度假小屋都适合布置，摆放于沙发床头提升空间氛围，拉链开合便于洗护，只售枕套，不含枕芯。,5.01,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/3b19d680-ea0b-4e0d-8d8b-719020c7d873.jpg,0
74,1.1901806761344083,606868525168355,3pcs轻量级纸质导演板 | 经典电影道具，适用于电影拍摄、派个、生日、婚礼和成人礼 - 导演和演员的理想之选,1.82,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/aef2255e-e046-4130-9b7b-61c462f46139.jpg,6
75,1.189256692672188,606932815474375,红色卡通圣诞沙发保护罩，一体式通用弹力提花，防猫抓耐撕扯，可拆洗轻松打理，四季通用，客厅多场景适用，居家焕新，节日装饰送礼物佳品（不含抱枕套） 4件型号可选择,13.36,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/8000401e/7e100fef/8d090aa4509c4cbd9871f58bd59a6aa4-goods.jpeg,0
76,1.1887722434481625,606851747961850,1 件 2D 平面印花，非真实刺绣，非 3D 效果，柔软绒面抱枕套，单面印花设计，可爱圣诞小猫咪节日主题抱枕套，适用于沙发、卧室、车内、节日家居装饰，圣诞礼品，仅抱枕套（不含枕芯）,3.32,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/39bb9509-3525-4d55-ae9c-88e57a0b6466.jpg,12
77,1.1876530901280862,607511696481251,12个复古牛油果绿，沙白，金属金气球套装，金色亮片乳胶气球，适用于波西米亚风，生日，婚礼，新娘送礼会，复活节、毕业派对、周年纪念日、春日主题庆祝，周岁宴，儿童派对装饰物,1.74,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ec07ce49-0886-46d2-a2b0-88e576a0e86b.jpg,11
78,1.1868896347761522,607695172157597,2D平面画作，1件装个性化定制照片帆布印刷品——上传您的图片，适用于客厅、卧室装饰，现代情侣肖像画，定制图片墙壁艺术，可作为婚礼礼物、周年纪念，上传您自己的照片用于家居装饰,2.54,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/204b8669-32fa-45da-9ce4-e4aefca1176c.jpg,0
79,1.185553627954892,607279231391724,水莲曲线肌理提花沙发套 易安装 耐磨 高弹性 宠物友好型 可机洗沙发套 1/2/3/4人位 适用于旧沙发翻新 家庭客厅、卧室办公室、公寓等场景 复活节圣诞节居家好物,23.55,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/88e9e3a3020c4794b9cdabb048f1eaa3-goods.jpeg,0
80,1.1853223964725417,606719275066923,2/3件套加厚四季被套组，含1件被子和1或2个枕套，可双面使用盒式缝线床上用品，柔软蓬松超细纤维填充物，透气舒适，可机洗，适用于卧室、客房和宿舍,27.12,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/a30a5030-b9e7-4111-8848-cfd5410ee6ad.jpg,38
