店铺ID,商品ID,商品标题（英文）,商品主图,商品轮播图,商品视频,前台分类（中文）,美元价格($),总销量,source,label,title_en,shop_id,main_url,has_video,category,log_price
634418231403821.0,607587529521244,"Large Easy-to-Assemble 2.4m Green Christmas Tree, Bare Tree with Dense Artificial Green Branches, Easy to Assemble for Indoor/Outdoor/Commercial/Party Holiday Decoration, Halloween Decoration",https://img.kwcdn.com/product/fancy/526ec6f5-5975-44d8-a442-525898470474.jpg,"[https://img.kwcdn.com/product/fancy/526ec6f5-5975-44d8-a442-525898470474.jpg, https://img.kwcdn.com/product/fancy/3f22c112-8bb4-4561-ab77-80e162e2a14c.jpg]",,家居厨房用品/节日饰品,118.24,0,910.csv,0,"Large Easy-to-Assemble 2.4m Green Christmas Tree, Bare Tree with Dense Artificial Green Branches, Easy to Assemble for Indoor/Outdoor/Commercial/Party Holiday Decoration, Halloween Decoration",shop_634418231403821,https://img.kwcdn.com/product/fancy/526ec6f5-5975-44d8-a442-525898470474.jpg,0,家居厨房用品/节日饰品,4.781138268809871
634418220253550.0,607585650454754,"Red Christmas Reindeer Rug Suitable for /entryway - Non-Slip Machine Washable Soft Flannel with Reindeer, Suitable for Living Room, Bedroom, Kitchen, Hallway - Holiday Decor for Home, Modern Aesthetic Gift",https://img.kwcdn.com/product/fancy/a86ea039-776e-432d-a078-10ef5e568393.jpg,[https://img.kwcdn.com/product/fancy/a86ea039-776e-432d-a078-10ef5e568393.jpg],https://goods-vod.kwcdn.com/goods-video/cc4674acfcd0d0435a36747c439cbbd91ed6e03cgs2CV.f30.mp4,家居厨房用品/地毯地垫,6.22,0,911.csv,0,"Red Christmas Reindeer Rug Suitable for /entryway - Non-Slip Machine Washable Soft Flannel with Reindeer, Suitable for Living Room, Bedroom, Kitchen, Hallway - Holiday Decor for Home, Modern Aesthetic Gift",shop_634418220253550,https://img.kwcdn.com/product/fancy/a86ea039-776e-432d-a078-10ef5e568393.jpg,1,家居厨房用品/地毯地垫,1.9768549529047348
,606958316827827,"2D Flat, 1pc 2D Flat Cute Bathing Bear Shower Curtain, Bathroom Decor, Multi-Size Options (80x180cm, 120x180cm, 150x180cm, 180x180cm, 180x200cm, 240x200cm) Includes Hooks, Bathroom Accessories, Birthday Gift, Best Gift for Family, 2D Flat",https://img.kwcdn.com/product/211523406cc/7ea3ff01-2b3f-4840-9130-4cf92e13d863_1200x1200.jpeg,[https://img.kwcdn.com/product/211523406cc/7ea3ff01-2b3f-4840-9130-4cf92e13d863_1200x1200.jpeg],,家居厨房用品/毛巾浴巾,6.97,0,910.csv,0,"2D Flat, 1pc 2D Flat Cute Bathing Bear Shower Curtain, Bathroom Decor, Multi-Size Options (80x180cm, 120x180cm, 150x180cm, 180x180cm, 180x200cm, 240x200cm) Includes Hooks, Bathroom Accessories, Birthday Gift, Best Gift for Family, 2D Flat",row_17270,https://img.kwcdn.com/product/211523406cc/7ea3ff01-2b3f-4840-9130-4cf92e13d863_1200x1200.jpeg,0,家居厨房用品/毛巾浴巾,2.075684492802124
634418230562702.0,607675576325972,"Multi-Style Silicone Baking Mold Set, Designed for Home Kitchen Baking, Includes Toast, Round And Square Molds And Muffin Cups, Non-Slip Handle for Secure Grip. Food-Grade Safe And Odorless, Non-Stick And Easy to Demold",https://img.kwcdn.com/product/open/984da77b479442138475187256729d4e-goods.jpeg,[https://img.kwcdn.com/product/open/984da77b479442138475187256729d4e-goods.jpeg],,家居厨房用品/烘焙用品,8.53,0,909.xlsx,0,"Multi-Style Silicone Baking Mold Set, Designed for Home Kitchen Baking, Includes Toast, Round And Square Molds And Muffin Cups, Non-Slip Handle for Secure Grip. Food-Grade Safe And Odorless, Non-Stick And Easy to Demold",shop_634418230562702,https://img.kwcdn.com/product/open/984da77b479442138475187256729d4e-goods.jpeg,0,家居厨房用品/烘焙用品,2.254444717666111
634418224390398.0,607267688687219,"2D Flat, 2D Flat Banner, Party Banner, 2D Flat Banner, 1pc, Back-to-School Photo Prop Cutout Banner - Crayon Box Photo Banner, Giant Crayon Balloon, First Day of School Classroom Decor and Party Supplies, Back-to-School Welcome Event Photo Prop",https://img.kwcdn.com/product/open/5d36a82d22f64def92c41c45c3fe3b9f-goods.jpeg,[https://img.kwcdn.com/product/open/5d36a82d22f64def92c41c45c3fe3b9f-goods.jpeg],https://goods-vod.kwcdn.com/goods-video/4dff9a1b08dbf4d2730ae715a3257fc7b750904b.f30.mp4,家居厨房用品/节日聚会用品,3.93,25,911.csv,1,"2D Flat, 2D Flat Banner, Party Banner, 2D Flat Banner, 1pc, Back-to-School Photo Prop Cutout Banner - Crayon Box Photo Banner, Giant Crayon Balloon, First Day of School Classroom Decor and Party Supplies, Back-to-School Welcome Event Photo Prop",shop_634418224390398,https://img.kwcdn.com/product/open/5d36a82d22f64def92c41c45c3fe3b9f-goods.jpeg,1,家居厨房用品/节日聚会用品,1.5953389880545987
634418228849312.0,606987240721494,"2D Flat, 10pcs 2D Flat Halloween Healing-Themed Cute Pet Animal Wooden Hanging Ornaments. The Soft and Adorable Pattern Design Is Easy to Hang and Pairs Well with Various Settings. This Is a Very Popular Creative Halloween Decoration Gift Idea",https://img.kwcdn.com/product/fancy/8cea32d0-a34c-4add-8f59-799f6c7ab9eb.jpg,[https://img.kwcdn.com/product/fancy/8cea32d0-a34c-4add-8f59-799f6c7ab9eb.jpg],,家居厨房用品/节日饰品,3.82,0,910.csv,0,"2D Flat, 10pcs 2D Flat Halloween Healing-Themed Cute Pet Animal Wooden Hanging Ornaments. The Soft and Adorable Pattern Design Is Easy to Hang and Pairs Well with Various Settings. This Is a Very Popular Creative Halloween Decoration Gift Idea",shop_634418228849312,https://img.kwcdn.com/product/fancy/8cea32d0-a34c-4add-8f59-799f6c7ab9eb.jpg,0,家居厨房用品/节日饰品,1.572773928062509
634418231822252.0,606799671480744,"Elegant Zodiac Crystal Ball Ornament, Vintage Silvery Base, 3D Laser-Engraved Star Map Pattern - High-Transparency Sphere, Suitable for Home And Office Desktop Decoration - a Luxurious Gift for Christmas, Birthdays, Or Housewarming",https://img.kwcdn.com/product/fancy/2da9ccd6-81f7-46c4-bb18-4bba2790f016.jpg,[https://img.kwcdn.com/product/fancy/2da9ccd6-81f7-46c4-bb18-4bba2790f016.jpg],,家居厨房用品/家居装饰,4.47,2,911.csv,1,"Elegant Zodiac Crystal Ball Ornament, Vintage Silvery Base, 3D Laser-Engraved Star Map Pattern - High-Transparency Sphere, Suitable for Home And Office Desktop Decoration - a Luxurious Gift for Christmas, Birthdays, Or Housewarming",shop_634418231822252,https://img.kwcdn.com/product/fancy/2da9ccd6-81f7-46c4-bb18-4bba2790f016.jpg,0,家居厨房用品/家居装饰,1.6992786164338898
634418221065892.0,606984086629435,"2D Flat, 2pcs Modern Minimalist Wooden Wall Plaques - Plain Panel Suitable for Living Room, Bedroom, Office Decor, Artificial Decorative Signs with Neutral for Christmas & Year-Round Decoration, Installation for Home Décor, 2D Flat",https://img.kwcdn.com/product/open/24bb27e82ee845a683df3461cce499ac-goods.jpeg,[https://img.kwcdn.com/product/open/24bb27e82ee845a683df3461cce499ac-goods.jpeg],,家居厨房用品/节日饰品,3.06,0,911.csv,0,"2D Flat, 2pcs Modern Minimalist Wooden Wall Plaques - Plain Panel Suitable for Living Room, Bedroom, Office Decor, Artificial Decorative Signs with Neutral for Christmas & Year-Round Decoration, Installation for Home Décor, 2D Flat",shop_634418221065892,https://img.kwcdn.com/product/open/24bb27e82ee845a683df3461cce499ac-goods.jpeg,0,家居厨房用品/节日饰品,1.4011829736136414
634418224199086.0,601104309270713,"4pcs 2D Printed Christmas OK WHAT FUN 2D Printing Pillowcase, Colorful Letters, Paw Prints, Gingerbread for Man, Indoor Outdoor Home Decor for Living Room, Bedroom, Party, Festival (No Pillow Insert), Seasonal Home Accents, Festive Decoration",https://img.kwcdn.com/product/open/e820e308830043eca0452316e287fcd7-goods.jpeg,[https://img.kwcdn.com/product/open/e820e308830043eca0452316e287fcd7-goods.jpeg],,家居厨房用品/沙发装饰,13.05,0,910.csv,0,"4pcs 2D Printed Christmas OK WHAT FUN 2D Printing Pillowcase, Colorful Letters, Paw Prints, Gingerbread for Man, Indoor Outdoor Home Decor for Living Room, Bedroom, Party, Festival (No Pillow Insert), Seasonal Home Accents, Festive Decoration",shop_634418224199086,https://img.kwcdn.com/product/open/e820e308830043eca0452316e287fcd7-goods.jpeg,0,家居厨房用品/沙发装饰,2.642622395779755
634418214689434.0,607200982443127,"Gothic Dark Style, Coffin-Shaped Sculpture Ornament Set, Indoor Outdoor Party Decorations, Making Your Garden Full of Eerie Atmosphere, Halloween Party Home Decor, Indoor And Outdoor Cemetery Decorations",https://img.kwcdn.com/product/open/37ea3db29a2a4fc189139a6005c76a50-goods.jpeg,[https://img.kwcdn.com/product/open/37ea3db29a2a4fc189139a6005c76a50-goods.jpeg],,家居厨房用品/家居装饰,12.03,0,909.xlsx,0,"Gothic Dark Style, Coffin-Shaped Sculpture Ornament Set, Indoor Outdoor Party Decorations, Making Your Garden Full of Eerie Atmosphere, Halloween Party Home Decor, Indoor And Outdoor Cemetery Decorations",shop_634418214689434,https://img.kwcdn.com/product/open/37ea3db29a2a4fc189139a6005c76a50-goods.jpeg,0,家居厨房用品/家居装饰,2.567254391136754
634418228277390.0,606905703439213,"2D Flat, Olivia Rodrigo Themed Beach Towel Suitable for Pool & Bath, Microfiber with Iconic Face Gift for Fans, & Bath Use, Modern Rectangular Towel for Home and Seaside Accessory for And, 2D Flat",https://img.kwcdn.com/product/open/f4f4520851d84e8c8ff5a0c64c6d2d02-goods.jpeg,[https://img.kwcdn.com/product/open/f4f4520851d84e8c8ff5a0c64c6d2d02-goods.jpeg],,家居厨房用品/毛巾浴巾,8.0,0,911.csv,0,"2D Flat, Olivia Rodrigo Themed Beach Towel Suitable for Pool & Bath, Microfiber with Iconic Face Gift for Fans, & Bath Use, Modern Rectangular Towel for Home and Seaside Accessory for And, 2D Flat",shop_634418228277390,https://img.kwcdn.com/product/open/f4f4520851d84e8c8ff5a0c64c6d2d02-goods.jpeg,0,家居厨房用品/毛巾浴巾,2.1972245773362196
634418211951023.0,606991468573274,"Elegant Set of 12 Clear Cylindrical Borosilicate Glass Vases, 8Cm Large Opening for Enhanced Stability, Sturdy And Durable, Perfect for Fresh Flowers And Candle Holders, Weddings, Parties, Home Decor, Table Centerpieces, And Gifts",https://img.kwcdn.com/product/fancy/cb52acd5-d934-403a-89ca-5c001f4e4bae.jpg,"https://img.kwcdn.com/product/fancy/cb52acd5-d934-403a-89ca-5c001f4e4bae.jpg,https://img.kwcdn.com/product/fancy/7e1755be-27f1-4c7d-baee-e0f37d7a7a5d.jpg,https://img.kwcdn.com/product/fancy/52abd906-4974-426e-8dc3-ae8996e07c09.jpg,https://img.kwcdn.com/product/fancy/52abd906-4974-426e-8dc3-ae8996e07c09.jpg,https://img.kwcdn.com/product/fancy/3d828bad-3690-4f3e-9db1-d1bfc6175d2b.jpg,https://img.kwcdn.com/product/fancy/956a3127-7a86-466b-b373-b6f21ccd779b.jpg",,家居厨房用品/家居装饰,23.81,0,910.csv,0,"Elegant Set of 12 Clear Cylindrical Borosilicate Glass Vases, 8Cm Large Opening for Enhanced Stability, Sturdy And Durable, Perfect for Fresh Flowers And Candle Holders, Weddings, Parties, Home Decor, Table Centerpieces, And Gifts",shop_634418211951023,https://img.kwcdn.com/product/fancy/cb52acd5-d934-403a-89ca-5c001f4e4bae.jpg,0,家居厨房用品/家居装饰,3.21124679770371
634418230716238.0,607677992246341,"Collectible Figurines, 4pcs Halloween Goose Outfit Set for 7 Inch Goose Statue, Pumpkin Witch Theme Seasonal Figurine Accessories, Hat Cape Sign Decor, Tabletop Halloween Decoration, Outfit Only, Goose Statue Not Included",https://img.kwcdn.com/product/open/cf4b85216497476b9de1e1de52e93693-goods.jpeg,[https://img.kwcdn.com/product/open/cf4b85216497476b9de1e1de52e93693-goods.jpeg],,家居厨房用品/节日饰品,4.54,0,911.csv,0,"Collectible Figurines, 4pcs Halloween Goose Outfit Set for 7 Inch Goose Statue, Pumpkin Witch Theme Seasonal Figurine Accessories, Hat Cape Sign Decor, Tabletop Halloween Decoration, Outfit Only, Goose Statue Not Included",shop_634418230716238,https://img.kwcdn.com/product/open/cf4b85216497476b9de1e1de52e93693-goods.jpeg,0,家居厨房用品/节日饰品,1.7119945007591924
634418229904325.0,606687868065833,"6pcs Set of 6 Wooden Photo Frames, Suitable as Mother's Day Gifts, Vertical Desktop Photo Frames, Square Classic and Elegant Picture Frames. Suitable for DIY Crafts, Coloring Floral Decorations, and Floral Photo Displays. Suitable for Home",https://img.kwcdn.com/product/open/fb175c2dd66a4706b4d23718e8e61069-goods.jpeg,"[https://img.kwcdn.com/product/open/fb175c2dd66a4706b4d23718e8e61069-goods.jpeg, https://img.kwcdn.com/product/open/a7ed37fa40314e34a5a200a457f73470-goods.jpeg]",,家居厨房用品/家居装饰,3.97,0,911.csv,0,"6pcs Set of 6 Wooden Photo Frames, Suitable as Mother's Day Gifts, Vertical Desktop Photo Frames, Square Classic and Elegant Picture Frames. Suitable for DIY Crafts, Coloring Floral Decorations, and Floral Photo Displays. Suitable for Home",shop_634418229904325,https://img.kwcdn.com/product/open/fb175c2dd66a4706b4d23718e8e61069-goods.jpeg,0,家居厨房用品/家居装饰,1.6034198401085376
634418221065892.0,607169709716215,"2D Flat - 15pcs Easter Floral Easter Egg Decoration Set, Flat Wooden Pendant, Hanging Wooden Floral Easter Egg Model, for Holiday Decor, Holiday Gift Tags, And Room And Outdoor Decorative Ornaments. Springtime Decorative Ornaments",https://img.kwcdn.com/product/fancy/f9380210-d02d-498c-ad92-08594b6c4541.jpg,[https://img.kwcdn.com/product/fancy/f9380210-d02d-498c-ad92-08594b6c4541.jpg],,家居厨房用品/节日饰品,3.82,0,911.csv,0,"2D Flat - 15pcs Easter Floral Easter Egg Decoration Set, Flat Wooden Pendant, Hanging Wooden Floral Easter Egg Model, for Holiday Decor, Holiday Gift Tags, And Room And Outdoor Decorative Ornaments. Springtime Decorative Ornaments",shop_634418221065892,https://img.kwcdn.com/product/fancy/f9380210-d02d-498c-ad92-08594b6c4541.jpg,0,家居厨房用品/节日饰品,1.572773928062509
634418230132833.0,607231986785010,"2D Flat Earth Tone Geometric Pattern with Arc Lines, Round Velvet Rug/Mat, 850g/㎡, Dotted Plastic Anti-Slip Backing, Modern Minimalist Style, Suitable for Doorways/Entryways/Laundry Rooms/Bathrooms/Entrances/Hallways/Living",https://img.kwcdn.com/product/fancy/d022b8d5-8710-45e2-b69d-9aaac88dac15.jpg,[https://img.kwcdn.com/product/fancy/d022b8d5-8710-45e2-b69d-9aaac88dac15.jpg],,家居厨房用品/地毯地垫,15.64,6,911.csv,1,"2D Flat Earth Tone Geometric Pattern with Arc Lines, Round Velvet Rug/Mat, 850g/㎡, Dotted Plastic Anti-Slip Backing, Modern Minimalist Style, Suitable for Doorways/Entryways/Laundry Rooms/Bathrooms/Entrances/Hallways/Living",shop_634418230132833,https://img.kwcdn.com/product/fancy/d022b8d5-8710-45e2-b69d-9aaac88dac15.jpg,0,家居厨房用品/地毯地垫,2.8118094353930627
634418230383450.0,607232120949911,1pc 2D Flat Party Santa Hat Christmas Stocking Holly Candy Cane Print Soft Breathable for Halloween Cosplay And Winter Celebrations Christmas Gift Costume Accessory,https://img.kwcdn.com/product/open/be72d40c67a4404cbbf26251abe12466-goods.jpeg,[https://img.kwcdn.com/product/open/be72d40c67a4404cbbf26251abe12466-goods.jpeg],,家居厨房用品/节日聚会用品,4.94,0,911.csv,0,1pc 2D Flat Party Santa Hat Christmas Stocking Holly Candy Cane Print Soft Breathable for Halloween Cosplay And Winter Celebrations Christmas Gift Costume Accessory,shop_634418230383450,https://img.kwcdn.com/product/open/be72d40c67a4404cbbf26251abe12466-goods.jpeg,0,家居厨房用品/节日聚会用品,1.7817091333745536
634418229963183.0,607325939180547,"Name Neon Vanity Mirror Light, 5V USB 5050 RGB LED Strip with 3-Key Controller, Full Color Changing, Self-Adhesive No Drill, Wall Lamp for Bedroom Bathroom, Gift for Girls Salon",https://img.kwcdn.com/product/fancy/51d9297b-8e6b-43b3-a5ca-7199bdd36204.jpg,"[https://img.kwcdn.com/product/fancy/51d9297b-8e6b-43b3-a5ca-7199bdd36204.jpg, https://img.kwcdn.com/product/open/639da422a7844a148e24ba89ae0d7dd2-goods.jpeg]",https://goods-vod.kwcdn.com/goods-video/332fcd07f65e6e42214b9157d5b3afc83c663109gs2CV.f30.mp4,家居厨房用品/照明及配件,2.14,1,909.xlsx,1,"Name Neon Vanity Mirror Light, 5V USB 5050 RGB LED Strip with 3-Key Controller, Full Color Changing, Self-Adhesive No Drill, Wall Lamp for Bedroom Bathroom, Gift for Girls Salon",shop_634418229963183,https://img.kwcdn.com/product/fancy/51d9297b-8e6b-43b3-a5ca-7199bdd36204.jpg,1,家居厨房用品/照明及配件,1.144222799920162
634418220195069.0,606813361684591,"1pc Merry Christmas Mantel Scarf Fireplace Decoration, Winter Wonderland Stars Mantle Scarf for Fireplace Decorations, Suitable for Mantel Shelves, Tea Cabinets & Entrance Table Decoration Christmas Decor 2D Print",https://img.kwcdn.com/product/fancy/0118b4a3-8bec-4fb2-8cd5-059cf6b57a11.jpg,[https://img.kwcdn.com/product/fancy/0118b4a3-8bec-4fb2-8cd5-059cf6b57a11.jpg],,家居厨房用品/餐厅用品,6.73,0,909.xlsx,0,"1pc Merry Christmas Mantel Scarf Fireplace Decoration, Winter Wonderland Stars Mantle Scarf for Fireplace Decorations, Suitable for Mantel Shelves, Tea Cabinets & Entrance Table Decoration Christmas Decor 2D Print",shop_634418220195069,https://img.kwcdn.com/product/fancy/0118b4a3-8bec-4fb2-8cd5-059cf6b57a11.jpg,0,家居厨房用品/餐厅用品,2.0451088625993306
634418216983042.0,607009453793842,"Personalized Gothic Laser-Engraved Wooden Skeleton Figure - Custom Name/Date/Text Suitable for Decor, Desk Ornament, Nameplate Gift, Laser-Engraved Base for Decoration with Your Own Text",https://img.kwcdn.com/product/fancy/d4f94e1c-c897-41fc-8c8a-e5a8fd3b7e95.jpg,[https://img.kwcdn.com/product/fancy/d4f94e1c-c897-41fc-8c8a-e5a8fd3b7e95.jpg],,家居厨房用品/家居装饰,8.74,0,910.csv,0,"Personalized Gothic Laser-Engraved Wooden Skeleton Figure - Custom Name/Date/Text Suitable for Decor, Desk Ornament, Nameplate Gift, Laser-Engraved Base for Decoration with Your Own Text",shop_634418216983042,https://img.kwcdn.com/product/fancy/d4f94e1c-c897-41fc-8c8a-e5a8fd3b7e95.jpg,0,家居厨房用品/家居装饰,2.2762411176544437
