排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
4039,0.3542869469091731,601099769763252,1件舒适定制的哈巴狗法兰绒毯 - 个性化聚酯针织面料投掷毯，适用于沙发、床 - 温暖、柔软、多用途的全季节毯子，适合家庭、办公室、露营使用,11.15,家居厨房用品,毯子,https://img.kwcdn.com/product/open/586f7877ef8142b3848a6b60415496d8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099769763252&search_method=user,911.csv,False,,False,1
500,1.2030955469414504,601099774072660,开绒+水洗布底+每平方公尺约1100克+可折叠复古经典艺术轻奢简约抽象图案家居装饰垫舒适美观百搭装饰风格客厅地毯沙发垫门口垫卧室垫户外地毯适合多种场景如购物中心、咖啡店等，防滑，易于清洁，可机洗，有多种尺寸,79.33,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/1fad1809b0/516a5436-886d-44c0-8fad-a5821f5dbd6a_1200x1200.jpeg,https://www.temu.com/search_result.html?search_key=601099774072660&search_method=user,911.csv,False,,True,1
3528,0.402525660221942,601099776109424,2D平面定制个性化头盔金属标牌，可定制姓名。个性化战士墙饰，适用于家居、办公室、室内外墙面装饰，节日圣诞礼物，完美点缀房间装饰,9.9,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/648c4f72-84e6-4514-83f1-00d6fc5bd515.jpg,https://www.temu.com/search_result.html?search_key=601099776109424&search_method=user,911.csv,True,头盔,False,0
763,1.0486329174180138,601099779723412,【水晶绒+800克每平米+.点塑底+底部点塑花型图案工艺】1PC水晶绒欧式经典简约格子图案地毯Home Decor舒适美观百搭装饰风格Room Decor客厅地毯沙发垫门口垫卧室地毯户外地毯商场咖啡厅等多场景适用 防滑方便清洁可机洗多款尺寸可选,30.51,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/1fad18f328/f82f76f2-3df3-4d87-9f5e-e15e1e65d5a8_1200x1200.jpeg,https://www.temu.com/search_result.html?search_key=601099779723412&search_method=user,911.csv,False,,True,21
1006,0.9427615371855734,601099788144997,一件定制的月亮、太阳和星星印花的毛绒毯子，柔软温暖，适合在沙发、办公室、床上或露营旅行时使用；适合所有季节的多功能礼品毯子。,11.15,家居厨房用品,毯子,https://img.kwcdn.com/product/fancy/228e9bf5-3ac3-40fc-a7e6-adab9c151ea0.jpg,https://www.temu.com/search_result.html?search_key=601099788144997&search_method=user,911.csv,False,,True,1
891,0.9903977145756594,601099837081918,2 件迷你深蹲架笔架，附重量和杠铃 - 适合健身房和健身爱好者的有趣办公桌装饰，耐用塑料，办公室，办公桌装饰，实用架,18.12,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/e671b45f-8b08-4739-8956-4a0fa6b1ab57.jpg,https://www.temu.com/search_result.html?search_key=601099837081918&search_method=user,911.csv,False,,True,0
7370,0.14906280961558926,601099843241063,1pc定制花卉名称抛毯，超大100%涤纶法兰绒，数字印刷，机洗，抗撕，带个人化的，用于沙发沙发装饰，女士男士独特的礼物,11.74,家居厨房用品,毯子,https://img.kwcdn.com/product/open/23707fc95a234934a4da9983584cd877-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099843241063&search_method=user,911.csv,False,,False,1
778,1.0434222195147715,601099843341525,舒适复古圣诞鹿抛毯 - 柔软、不脱落的聚酯纤维，适用于卧室、客厅和办公室装饰，订制,18.42,家居厨房用品,毯子,https://img.kwcdn.com/product/open/ae9c8aaceacd4ac2b1508e575a9ecac0-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099843341525&search_method=user,911.csv,False,,True,1
770,1.0454416181273036,601099843677463,1件个性化马图案毛毯 - 定制名字，柔软聚酯法兰绒，数字印刷，卡通主题，适合四季，机洗，抗撕裂，200-250克/平方米 - 理想的床上用品、沙发、办公椅，独特的礼物,12.52,家居厨房用品,毯子,https://img.kwcdn.com/product/open/0e353b780395415ba61b980f16c3bcf8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099843677463&search_method=user,911.csv,False,,True,4
1008,0.9421404720516194,601099844147415,带有骷髅和美国国旗设计的爱国支持毯 - 柔软、耐用的聚酯抛物线、全季节、可机洗 - 非常适合床、沙发、户外露营和远足装饰 - 个性化姓名选项、武装部队、鹰印花、圣诞礼物,21.16,家居厨房用品,毯子,https://img.kwcdn.com/product/open/971215df72ce410a800c1e7c765ec227-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099844147415&search_method=user,911.csv,False,,True,1
474,1.219777727215188,601099853361384,可定制的海星海洋主题毛毯，个性化姓名法兰绒，数字印刷，撕裂防护，适合四季使用，200-250克轻质面料，适合卧室、沙发、沙发装饰，理想的生日和情人节礼物,10.76,家居厨房用品,毯子,https://img.kwcdn.com/product/open/e6d2bfe1230a45a98445816cdded4c67-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099853361384&search_method=user,911.csv,False,,True,1
3460,0.4102506054551569,601099858283902,1件，8x6英尺的快乐复活节兔子背景旗帜，多用途的节日装饰，适用于家庭、花园、工作室、户外庆祝活动，无需电力，适合各种场合,14.51,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/algo_check/auto/ae69407ffb0c8f38a634395fa46566f8_1734080961325.jpg,https://www.temu.com/search_result.html?search_key=601099858283902&search_method=user,911.csv,False,,False,1
5679,0.2393665968372987,601099858666455,1件，8x6英尺聚酯快乐复活节横幅，多用途节日背景，适用于家庭和花园，无需电力，适用于婚礼、生日、周年纪念、圣诞节、新年、情人节装饰,14.54,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/algo_check/auto/a6e53119d576b4d594788bd3adf0a559_1734085377014.jpg,https://www.temu.com/search_result.html?search_key=601099858666455&search_method=user,911.csv,False,,False,1
4790,0.2961596099056179,601099880078477,一件鲜艳紫色的迷幻枫叶毛毯 - 超柔软、轻便、温暖的法兰绒披肩，适合沙发、床、旅行、露营、客厅、办公室、沙发椅 - 数字印刷的绒毛，舒适、透气、易于护理，完美适合室内和户外使用,13.38,家居厨房用品,毯子,https://img.kwcdn.com/product/open/90c6f159f61b430f8866852ab9999ec7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099880078477&search_method=user,911.csv,False,,False,1
1415,0.7863995457853069,601099888186470,1pc波西米亚款包边工艺圆边北欧高级感雪尼尔沙发垫四季通用坐垫防滑皮沙发套罩新款盖布多色型图案有多种颜色多款防抓防滑座椅垫可机洗不掉色不掉毛坐垫适用于客厅卧室厨房，春夏秋冬四个季节都可以使用，带裙边下垂型沙发垫。,26.65,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/4b163dd6-2e92-4209-b912-3e24a2de9fab.jpg,https://www.temu.com/search_result.html?search_key=601099888186470&search_method=user,911.csv,False,,False,2
699,1.077734179901271,601099907475853,JIT鹿浴帘森林山脉河流野生动物春季狩猎季自然景观装饰浴室窗帘涤纶庭院装饰,14.98,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/6a72c54c0ff24d29abd8c0f5227928fd-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099907475853&search_method=user,911.csv,False,,True,3
5023,0.27940556001266104,601099927411212,可客制化青少年海龟毛绒毯 - 柔软、舒适的聚酯纤维，带有充满活力的水下设计 |卧室、沙发、沙发装饰的理想选择 |生日和情人节的完美礼物，海龟装饰,14.21,家居厨房用品,毯子,https://img.kwcdn.com/product/open/def505fbbd9b4f01a8da938bf221fa42-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099927411212&search_method=user,911.csv,False,,False,6
736,1.0616006595225846,601099951773000,1件森林落日鹿与鸟浴帘 - 逼真油画设计，温暖秋景，70x70英寸可机洗布料带挂钩，宁静自然风格卫浴装饰，野生动物插图,17.36,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/8c7a288deb164b38b82c7bd0553a853b-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099951773000&search_method=user,911.csv,False,,True,4
601,1.1395505321969548,601099951777743,1件复古冬季鹿与松林淋浴帘 - 带雪花的乡村木纹设计，70x70英寸可机洗布料浴室装饰包括12个挂钩，自然灵感设计，精细艺术画作，家用水疗，高品质印刷，家居装饰,15.26,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/b9af42c329684cecbe3625f15497c21b-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099951777743&search_method=user,911.csv,True,家用,True,1
2130,0.6016805722101065,601099960814470,1pc雄鹿淋浴窗帘，雄鹿大角在阳光照耀的森林中，自然美丽，聚酯纤维浴室装饰，带有12个挂钩，70.8x70.8英寸,18.95,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/24782955-7ec0-48da-a352-de91023508ba.jpg,https://www.temu.com/search_result.html?search_key=601099960814470&search_method=user,911.csv,False,,False,1
423,1.2672479588304038,601099960871514,秋季森林鹿浴帘 – 壮丽的瀑布和充满活力的树叶设计，聚酯纤维布料，包括 12 个挂钩，70.8x70.8 英寸，自然风浴室|秋季森林主题|详细艺术品,21.74,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/7f8045ed90e646bf811907309507cf2f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099960871514&search_method=user,911.csv,False,,True,1
7103,0.1636127679138911,601099963080629,"Durable Wall-mounted Hat Organizer, Space-saving Baseball Cap Rack with Strong Adhesive for Easy Installation, Holds up to 16 Hats. Portable Plastic Storage Unit Suitable for Closets, Offices, Dorms, Bathrooms, Bedrooms, and Entryways. Wall-mounted",3.54,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/d8c7b45277ac448ba92c2e2b8f29e409-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099963080629&search_method=user,911.csv,False,,False,0
502,1.2004658400092172,601099965221264,3件套定制堪萨斯城球迷被套套装（1被套+2枕套，不含枕芯）宿舍适用，适合四季卧室装饰，生日礼物,44.37,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d1ff7cb601c84274b0166907f218c65c-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099965221264&search_method=user,911.csv,False,,True,20
7581,0.13815967679573046,601099968349251,定制个性化圆形金属字母EST标牌，可定制姓名与日期。家居装饰、门饰、婚礼礼物、节日生日乔迁礼品,9.28,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/55b69e34-c833-4eb8-a6ec-582e9fe1b291.jpg,https://www.temu.com/search_result.html?search_key=601099968349251&search_method=user,911.csv,False,,False,0
3407,0.4152246974986171,601099983489826,客制化个人化摩托车抛毯 - 柔软毛绒聚酯纤维，抗撕裂，四季皆宜 | & 旗帜设计 |卧室、沙发、沙发装饰的理想选择 |生日和情人节的完美礼物,21.35,家居厨房用品,毯子,https://img.kwcdn.com/product/open/ffe322aa9d014a96ba7188e5ed0edb7d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099983489826&search_method=user,911.csv,False,,False,1
3186,0.44027423400054244,601099985799942,一件牛仔骑马穿越沙漠风景的淋浴帘，采用聚酯纤维制成，浴室装饰，特色仙人掌和红色岩石地貌，配有12个挂钩，尺寸为70x70英寸,15.84,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/799b0508a57849e6889627e5498475f0-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099985799942&search_method=user,911.csv,False,,False,1
4413,0.3241464281701605,601099997138980,1 件浴帘黑猫美国国旗头巾乡村木栅栏红白蓝雏菊爱国美式风格聚酯浴室装饰带 12 个挂钩 70x70 英寸,16.15,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/a64558e39f2b420eb4ff50c5b360faf1-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099997138980&search_method=user,911.csv,False,,False,2
529,1.1822171421031646,601099997876871,1pc美国秃鹰在国旗上，带着烟花和花炮淋浴窗帘，聚酯纤维，生动的爱国设计，浴室装饰，12个挂钩，70.8x70.8英寸。,19.39,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/7163aecd129b4429af10b2b370b9a6ba-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099997876871&search_method=user,911.csv,True,烟,True,3
321,1.3879037774049736,601100011875274,1 件可爱河马淋浴浴垫 - 奇思妙想的水景设计，舒适的法兰绒浴室地毯，适用于浴缸、卧室、客厅、厨房、阳台、走廊 - 45x75 厘米，柔软耐用的聚酯背衬，浴室装饰和配件,7.83,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/d35d096717954f608544729010bfb2e5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100011875274&search_method=user,911.csv,False,,False,10
722,1.0682173050218635,601100015507542,1件爱国恐龙淋浴帘 - 卡通蓝色恐龙与白星复古美国旗设计，70x70英寸涤纶浴室装饰附12个挂钩，可机洗，奇幻动物主题,14.9,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/276acdca94b44e5dadf810551cd21f4d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100015507542&search_method=user,911.csv,False,,True,3
1225,0.8561550791691673,601100031138444,1件聚酯复活节兔子门旗，8x6英尺，2D节日派对背景，通用节日装饰，适用于家庭、花园、工作室，无需电力，春夏庆祝活动配件,14.67,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/algo_check/auto/569a575d1a40007a569811237af61738_1738656294745.jpg,https://www.temu.com/search_result.html?search_key=601100031138444&search_method=user,911.csv,False,,True,1
6727,0.18273058362395628,601100036738200,定制蝴蝶神说你是毛绒毯子 - 个人化聚酯法兰绒、数字印刷、全季节、抗撕裂、织造工艺、200-250克/平方米 - 非常适合卧室、沙发装饰,17.78,家居厨房用品,毯子,https://img.kwcdn.com/product/open/4ae65f9b73524888b4719d3d72cf4dd9-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100036738200&search_method=user,911.csv,False,,False,1
6113,0.21408053080354342,601100041346087,1 件爪印和心形浴帘，70.8x70.8 英寸，红色和黑色聚酯浴室装饰，带 12 个挂钩，可水洗时尚主题浴缸帘，俏皮宠物设计，异想天开的浴室配件 |俏皮的设计|简易安装,13.73,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/2013f7755d8/e2ed4114-4872-4e3d-800c-adad96f191c4_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100041346087&search_method=user,911.csv,False,,False,1
3060,0.45573364301561753,601100044030269,美国国旗与鱼形浴帘 - 浴缸与浴室家居装饰，特色为黑色剪影鱼与斑点纹理图案，在做旧红白国旗背景下游动，配12个挂钩，尺寸70x70英寸，1件装,15.31,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/f6c061f460ef4c029526d246ffee881a-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100044030269&search_method=user,911.csv,False,,False,1
2647,0.5144789075591708,601100052496705,1pc 贝格犬幼犬阅读书淋浴窗帘，带有眼镜的贝格犬幼犬，坐在毛绒沙发上，带有老旧的书籍和舒适的氛围浴室装饰聚酯家居装饰，包括12个挂钩，70.8x70.8英寸,15.35,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/2013f7755d8/4586ff69-8e0f-4f1e-89f8-a1bf8562d70e_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100052496705&search_method=user,911.csv,False,,False,1
2780,0.4934709477730046,601100053836014,1 件爱国鹿和美国国旗浴帘，70x70 英寸，褪色的背景上有丰富的棕色鹿和树木，聚酯纤维布料，可水洗，无衬里，四季浴室装饰，带 12 个挂钩，爱国浴室配件 |自然主题装饰 |耐用浴帘，浴室浴帘套装,18.32,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/5789a21597c74dfdb48b46f9342fd9d7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100053836014&search_method=user,911.csv,False,,False,1
2550,0.5292075859657064,601100054170927,1 件柴犬和虎斑猫浴帘 - 有趣而轻松的聚酯浴室装饰，带有 12 个挂钩，70.8x70.8 英寸，狗和猫一起在不锈钢水槽中享受沐浴的俏皮设计，浴室装饰和配件,14.02,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/2013f779d98/3a243983-71f2-4dc5-a4ca-c6346ccb74f0_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100054170927&search_method=user,911.csv,False,,False,1
3348,0.4220385068348036,601100058399262,1pc复古露营地鹿和熊淋浴帘 - sepia色调的荒野场景，雄伟的鹿，露营车，简朴的露营火，森林灯笼，涤纶面料，包括12个挂钩，完美的浴室装饰，浴室配件|乡土装饰| sepia色调设计,23.64,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/98470d63a4444ad5b6ae9ab2726227f5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100058399262&search_method=user,911.csv,False,,False,1
4671,0.30576279123508643,601100062267131,1 件质朴爱国鹿浴帘，带有仿旧美国国旗设计 - 70x70 英寸，包括 12 个挂钩，耐用聚酯纤维布料，易于清洁，非常适合现代浴室，浴室浴帘套装,16.2,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/3176cadf32934d14a517420760248d87-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100062267131&search_method=user,911.csv,False,,False,3
817,1.0227209377041635,601100066489747,1件复古西部植物风浴帘，带西部靴与玫瑰花卉图案 - 乡村风格浴室装饰，布艺浴帘70x70英寸，适用于浴缸淋浴间,19.45,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/1433f494cc4a43d9a6b5fd95ee443836-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100066489747&search_method=user,911.csv,False,,True,2
536,1.178828418610903,601100067541793,1件绿松石牛仔靴与复古卡车沙漠风景淋浴帘 - 美式日落氛围，70x70英寸布料浴室装饰带12个挂钩，可机洗，西部风格淋浴帘，鲜艳印花质量,11.8,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/2fcd9ac5b1e040a1b4f6a770c368bf51-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100067541793&search_method=user,911.csv,False,,True,2
541,1.1777590007042622,601100079855649,2D平面1件 27.56*55.12英寸/70厘米*140厘米 无框现代抽象金色花卉印刷艺术画 客厅卧室装饰画 现代帆布海报墙艺 无框挂画,16.6,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/d4c11988-bfcd-453d-8f36-f6ace1135e2d.jpg,https://www.temu.com/search_result.html?search_key=601100079855649&search_method=user,911.csv,False,,True,2
945,0.968224339033449,601100083316652,1件可爱小狗与猫咪探头过木栅栏淋浴帘 - 茶色吉娃犬、虎斑猫、棕灰色小狗及“亲爱的脸颊”文字，绿叶蓝蝴蝶图案，70x70英寸机洗涤纶浴室装饰含12钩，适用于浴室,15.97,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/5a0b4aa3aa0243e8b9bc67255144a036-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100083316652&search_method=user,911.csv,False,,True,1
547,1.1741169104801201,601100085626907,1 件乡村拼布自然设计浴帘，黑白鹿剪影、熊爪印和格子，复古户外主题浴室浴帘，聚酯纤维时尚家居浴帘，浴室装饰，12 个挂钩，70x70 英寸,14.95,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/58eb368814cd4e338b1794ebd51cf086-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100085626907&search_method=user,911.csv,False,,True,1
