排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
11,1.2999206898545477,601103862304943,2D平面，2D平面，2D平面 1件 无框 OZPWBVY 静物画 名画 餐厅碗装苹果 复古厨房装饰 无框,4.96,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/b76ec38d-b1f6-482e-a2ed-df562ba67c83.jpg,https://www.temu.com/search_result.html?search_key=601103862304943&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
12,1.2784972872284848,607438010980933,"3pcs Artificial Succulent Small Potted Plants. Green Air Plants, Yellow Aloes, And Green Small Swords",1.13,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/1b3d1617-89fa-4f2e-930c-c4b186963046.jpg,https://www.temu.com/search_result.html?search_key=607438010980933&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,7
13,1.2721187668500489,605859962844458,1件上海天际线磁铁 - 迷你中国城市模型复制品，带标志性东方塔和底座，亚克力收藏品桌面装饰，适用于办公室、旅行纪念品 - 上海主题礼物，2D平面,2.45,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/2c08e228d8ee4ac8a315f568972f94f7-goods.jpeg,https://www.temu.com/search_result.html?search_key=605859962844458&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,1
14,1.2497396107983192,601099611734110,Professional 8.5-Inch Stainless Steel Kitchen Scissors with Aluminum Alloy Handle: Ideal for Cutting Chicken Bones And More.,4.18,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/2024-07-13/1720838374262-fe73ea1fab324808847c967a32b5e600-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099611734110&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,14
15,1.2427167840041973,606631295302944,1件装 2D款 X世代 1965-1980 我们不在乎 圆形金属耐用磁贴，高品质印刷，适用于装饰冰箱、书写板、橱柜和储物柜，是家居或办公室装饰的理想选择,1.34,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/738af217-e2b7-484a-a81a-5a7930fee2be.jpg,https://www.temu.com/search_result.html?search_key=606631295302944&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,14
16,1.22941896823387,601102001026537,2D平面 - 2D平面 - 日式风格壁挂画，图案为卡通幸运猫，象征好运。这款垂直横幅旗帜非常适合装饰卧室和餐厅。采用可水洗涤纶制成。,6.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/fcddcde6-a378-49f2-899c-ba10575a66de.jpg,https://www.temu.com/search_result.html?search_key=601102001026537&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,15
17,1.2250310380664415,606960464277531,1个充气球沙发 - 褐色，大型充气沙发，适用于客厅/露台/卧室使用,23.13,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/2decc72938bf4b5896dd8b75d8f200e5-goods.jpeg,https://www.temu.com/search_result.html?search_key=606960464277531&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
18,1.223459754685307,607427273566987,1卷静电吸附窗贴膜，月牙彩色玻璃膜，遮光窗帘贴纸，半透明装饰玻璃膜遇光变色，适用于隐私窗贴、家居装饰,1.9,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/e31472a5-6759-4376-a927-c21b80d9613b.jpg,https://www.temu.com/search_result.html?search_key=607427273566987&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,41
19,1.2191898147552198,601101389005996,"1pc Bohemian Peace Garden Metal Sign - ""Imagine All People Living in Peace"" Vintage Iron Wall Art, Multi-Colored Floral Design, Retro Outdoor Courtyard Decor for Summer Lawn Or Bedroom Display",5.42,家居厨房用品,家居装饰,https://img.kwcdn.com/product/aisc_image/fancy/opt/301509c18fed40aa9e9a1dd7a1cfdf0f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601101389005996&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
20,1.2164633892366608,601103871195571,"2D Flat, Vintage Pumpkin Spice Cafe Metal Sign - Cozy Rustic Farmhouse Decor with Autumn Colors, 3.94inch X 15.74inch Iron Seasonal Home, Cafe, Restaurant, Bar Decor - Easy Mounting Hardware Included, No Power Needed",4.21,家居厨房用品,家居装饰,https://img.kwcdn.com/product/2079f60b22/e87fd6a8-0884-42fb-b04b-8572768d4288_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601103871195571&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
21,1.2002389302107042,601102318976007,"1pc Dokriy, Christmas Table Runner, Watercolor Pine Branches with Ornaments & ""Merry Christmas"" Print, Seasonal Winter Home Decor for Holiday Gatherings",5.51,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/10acb873-0d6a-4471-b273-f9e47de284fa.jpg,https://www.temu.com/search_result.html?search_key=601102318976007&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,2
22,1.1908602854795958,606516371373948,2件或3件套2D平面印花床笠，甜美公主设计，带有芭蕾舞者和猫咪图案，粉色系，饰有心形、蝴蝶和星星图案，以及'相信你的梦想'字样,19.91,家居厨房用品,床上用品,https://img.kwcdn.com/product/211a2a470d0/f485f2de-a9ff-4e79-8ce5-f4fe99a5dac6_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=606516371373948&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,13
23,1.1703494905558227,601104468561345,天使翅膀和天空云朵床笠套装（3件套），包含1个床笠和2个枕套，不含芯，圣诞设计，奢华床上用品系列，柔软透气床垫保护罩,19.8,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/4543a130f778442baf95f693b30dca42-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104468561345&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,1
24,1.170114648444935,605700864471600,4件，2D单面印刷，热带绿植年轮主题桃皮绒抱枕套（米底龟背竹叶年轮纹款），可机洗，多尺寸可选，适合打造自然清新风家居空间，适配沙发、客厅、卧室等场景。,7.1,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/4d7bb25b99b24571913b5bfb3c6ec198-goods.jpeg,https://www.temu.com/search_result.html?search_key=605700864471600&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
25,1.1650236247598122,606338650359985,2D平面，1件装“幸福妻子”亚克力圆形冰箱磁贴，华丽花卉图案，桃花点缀，海军蓝与奶油色调，厨房装饰，植物复古风格，适用于家居、橱柜、冰箱、洗碗机、黑板，2D平面,2.46,家居厨房用品,厨房用品,https://img.kwcdn.com/product/217a7c2376/dde42ef8-ba91-45a0-9dfd-d7527c10d929_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606338650359985&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
26,1.1561183042158545,606131418143149,2D平面，1个黑猫警告亚克力圆形磁性冰箱磁铁，厨房装饰，注意黑猫安全文字，爪印图标，趣味插画风格，非常适合家庭、橱柜、冰箱、洗碗机、黑板,2.5,家居厨房用品,厨房用品,https://img.kwcdn.com/product/2123a6789c/e2d43681-bb90-4881-b9e3-9694744b4488_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606131418143149&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
27,1.1442556166512567,601103362896363,"2D Flat, Rustic Iron Wall Art - "" Is The Way, The Truth, And The Life"" German Quote Metal Painting, 8.0X12.0 inch, Living Room Or Bedroom Vintage Home Decor, Bold Text Artwork | Art Metal Crafts, Metal Wall Art Decoration",6.13,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/5fd36ce0-798b-41e3-a587-b72bf1da3734.jpg,https://www.temu.com/search_result.html?search_key=601103362896363&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
28,1.14176960481383,607305135407288,1pc 花间密语 被套（不含芯）毛茸茸的保暖被套，长毛绒，保暖升温,15.32,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/1f55d6a8-2515-49a0-b49e-62b9e0fa180a.jpg,https://www.temu.com/search_result.html?search_key=607305135407288&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
29,1.141154328172458,606525498224109,2件或3件套2D平面印花床笠，采用浪漫的童话风设计，主题是迷人的花园。床上用品采用柔和的粉色和蓝色，饰有樱花和童话蝴蝶的印花,19.41,家居厨房用品,床上用品,https://img.kwcdn.com/product/211a2a42ec2/8682d2fe-1e7b-4c4d-9d55-fb20f6764104_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=606525498224109&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,6
30,1.1329423554080158,607500288032135,"114pcs Balloons Garland Arch Kit with Golden Sand White & Apricot Balloon Decorations Suitable for Christmas, Weddings, Birthdays, Showers - 5in 10in 45.72cm for Back to School, Bridal Shower, Gender Reveal, Photo Background, Decor",9.35,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/6a66235af533416aa0f3011e45bdc22f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607500288032135&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
31,1.129959611286171,606980596935895,1pc甲虫 摆件 树脂工艺品 装饰个性守护 办公室伴手礼物 手绘工艺品,7.44,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/9ad7fce0-f2ae-44b1-98fe-6029bae946a5.jpg,https://www.temu.com/search_result.html?search_key=606980596935895&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
32,1.1261565480140656,601102398369612,三件套床上用品，采用牛油果心形印花，包括一个床笠和两个枕套。 适合日常使用，这款水果图案的床上用品柔软透气，非常适合卧室、客厅、宿舍或婚礼装饰。,17.48,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/221343d4d11040459ce5f3ee39b198a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601102398369612&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,1
33,1.1231915341250844,601103850134998,2D平面画作，1件装 加拿大多伦多CN塔无框竖版帆布画海报 - 现代装饰艺术风格墙壁艺术印刷品，标志性电视塔夜景天际线装饰，适用于户外、办公室、客厅、卧室 - 耐用节日礼物（无需画框），2D平面，万圣节圣诞装饰,4.77,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/5a4140f9-3e29-4ac3-a4d2-8146c9557e37.jpg,https://www.temu.com/search_result.html?search_key=601103850134998&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,154
34,1.1201605138227133,607506730446312,6条装 奢华柔软毛巾，面部法兰绒 - 颜色随机 - 超强吸水速干毛巾 - 多功能 29.97 X 29.97 厘米，适用于家庭浴室和日常使用 - 必备家居用品，不掉毛，带挂环，适合户外,4.66,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/09ac1916aaaf48f1a325602959b3a515-goods.jpeg,https://www.temu.com/search_result.html?search_key=607506730446312&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
35,1.1192256815569908,601101561981171,"Retro Christmas Puppy & Kitten Metal Tin Wall Art - Rustic Holiday Decor with Snowy Scene, Gift Boxes & Festive Accents, 12x8 Inches, Perfect for Home & Pet Store Celebrations, Pet Store Decoration | Festive Wall Art | Durable Wall Plaque, Christmas Wall Art",6.24,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/2024-10-08/1728356781965-81ebf45014e04bbfa54be9073cdec7f4-goods.jpeg,https://www.temu.com/search_result.html?search_key=601101561981171&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
36,1.1158344182930124,606516555955947,2D平面设计，1个亚克力冰箱磁铁，3.15英寸，动态上海城市天际线磁铁 - 采用像素艺术风格，展示着标志性建筑和移动巴士，是旅行爱好者和城市收藏家的完美选择,1.46,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/34087c50364d6bed1dbe8f469636ee87_1781405733828.jpg,https://www.temu.com/search_result.html?search_key=606516555955947&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
37,1.1150375381719635,607308558002656,9件树脂花朵冰箱贴 ，创意可爱冰箱磁铁， 家居厨房装饰创意装饰磁贴，冰箱装饰，礼物，家居装饰,1.9,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/04e3ae3b-d613-488a-8648-93411f91d6e4.jpg,https://www.temu.com/search_result.html?search_key=607308558002656&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
38,1.1114480112878564,607438547864792,2D平面旋转亚克力桌面摆件，顶部有三个精致的鱼雕像，嘴巴张开，躺在一堆刻有汉字的金币上，金色雕像。,1.5,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/7badf806-9514-4cd2-92b3-458725f8a5b1.jpg,https://www.temu.com/search_result.html?search_key=607438547864792&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,3
39,1.1094815890326029,601103869356439,"2D Flat Retro Honey Metal Signage - Rustic Wall Decor, 3.93X15.74 Inch Farmhouse Kitchen Office Home Decor, No Electricity Required, Easy Wall Mounting, Bee Themed Kitchen Decor, Vintage Decor, 2D Flat",4.87,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/3a295ed4-0fac-46a7-b08d-95d69a1b8bff.jpg,https://www.temu.com/search_result.html?search_key=601103869356439&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
40,1.109413081904064,601103342806894,【JIT商品】1件超大圣诞欢迎垫 - 重型毛绒门垫，红色和金色雪花与树设计，金色字母 - 室内/室外入口垫，适用于前门、农舍、客厅 - 节日色彩的豪华垫 - 易于清洁的家居入口地板装饰，节日矩形垫，毛绒质地，可机洗，适合圣诞使用，欢迎垫，圣诞门垫，高级法兰绒+1cm厚度+防滑背胶+每平方公尺超过400克,22.16,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/cfc888a4-130f-405f-b843-fbc0a287e374.jpg,https://www.temu.com/search_result.html?search_key=601103342806894&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
41,1.1089925619610337,601103857098509,"2D Flat, 1 Pair of 2D Flat Ocean Door Stickers, Bracket Bridge Door Decorative Stickers, Coconut Tree Door Mural, Removable Blue Sky Door Wall Mural, White Cloud Door Background Wallpaper, Small Island Door Sticker Home Decor ZY, 2D Flat",6.35,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/891d3a0b8cb24d2a8549469fbb80ba71-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103857098509&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,19
42,1.1082639741639395,607695306350333,2件套鱼鳞去除器，不锈钢多功能鱼鳞刷，鱼鳞去除工具，厨房鱼鳞工具,2.53,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/2deca7a0-5dc3-4eeb-bf57-ca9148f26f1a.jpg,https://www.temu.com/search_result.html?search_key=607695306350333&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
43,1.1062745660590454,606598613280516,"Privacy Window Film with One-Way Mirror, Static Cling, Heat Blocking & Durable Protection for Home Glass",5.59,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/a3f9c2ea4f084a3cb0322360c04dd87f-goods.jpeg,https://www.temu.com/search_result.html?search_key=606598613280516&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
44,1.10556801406849,606679949239136,3个装圣水瓶，8.5盎司/250毫升塑料圣水容器,6.74,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/d341fb9f21e2420f9c1fc4291e6016eb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606679949239136&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
45,1.1022240533684131,606600492382561,[波西米亚风悬挂篮] 三层波西米亚中性色调悬挂篮 - 编织绳墙壁收纳整理架，带节省空间的垂直储物架，波西米亚风格适用于浴室、婴儿房、厨房、卧室 - 多房间悬挂式收纳箱，用于存放毛巾、餐具,9.52,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/dbd8ff29babc4f15af7a5ce380ddff7f-goods.jpeg,https://www.temu.com/search_result.html?search_key=606600492382561&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
46,1.0976652879590814,607111056598134,"1pc,定制照片定制个性化照片图案抱枕套,柔软舒适,（无枕芯）,适用于家居装饰,沙发,房间装饰,卧室,个面印刷,个性化枕头",2.23,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/ce8f6cfdcae74f71828922e3ae133f08-goods.jpeg,https://www.temu.com/search_result.html?search_key=607111056598134&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,3
47,1.0941317400544563,606256592947406,一套3件优雅花卉绿色床笠套装（1件床笠 + 2个枕套，无芯），春季设计，奢华床上用品系列，柔软透气床垫保护罩,20.81,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/0c847fa70c6840f89a6a532e2627ef3b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606256592947406&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,3
48,1.0901890503991796,605547118050743,爱心女孩床笠套装（3件套），包含1个床笠 + 2个枕套，无芯，情人节主题，浪漫床上用品系列，柔软透气床垫保护罩,22.92,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/418e28b0e99949079781c4a25027d48b-goods.jpeg,https://www.temu.com/search_result.html?search_key=605547118050743&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,1
49,1.0876054163396554,601103675149686,橙银色秋季南瓜叶花卉桌旗 - 可机洗耐用聚酯材质，适用于家庭宴会、咖啡吧及节日派对多场景装饰 - 易清洁持久耐用,6.53,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/8cf7c7eabf0b4be0b88682d6a575c6d3-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103675149686&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,0
50,1.0807985732606435,607039115911736,1个秋季枕头套 刺绣秋叶花环装饰枕套 秋季感恩节装饰户外靠垫套 农舍风软垫套 适用于沙发家居,6.82,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/1be90c37-5e37-4c7d-ad52-63acdb521149.jpg,https://www.temu.com/search_result.html?search_key=607039115911736&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,2
51,1.0792530310410746,606172019048435,2个恐龙蛋铝箔气球，可爱创意设计，适用于恐龙主题生日派个装饰用品、性别宣布、照片背景道具、派个房间装饰、迎婴派个,2.29,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/51fa4a92cf7e4d13aeb312db7b4b4f34-goods.jpeg,https://www.temu.com/search_result.html?search_key=606172019048435&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,99
52,1.077359891006428,606724241114137,1件茶色单向多尺寸透视遮阳隔热防晒防散光透射不透明装饰窗贴,3.8,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/346f1996e0674c57ab54583e5c6d3638-goods.jpeg,https://www.temu.com/search_result.html?search_key=606724241114137&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,1
53,1.073560870627544,607029183784194,深度睡眠的颈项枕头，人体工学设计枕头，提供颈部支撑，适合侧睡和背睡。它们可以机洗，适合所有季节，也可以作为家庭礼物,1.44,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/81cbbf2e-36f1-4c4f-b51c-17e64b25cfee.jpg,https://www.temu.com/search_result.html?search_key=607029183784194&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
54,1.0677628850904524,601104735381643,两只大号烤箱手套，采用卡通风格的几何形状设计，尺寸为10.6 x 6.7英寸。它们可以耐受高达446°F（230°C）的温度，并且经过设计以实现耐用性。这些手套是送给男女的绝佳厨房礼物。,9.62,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/ff84170dbf2741849c24dddab7db3ffe-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104735381643&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,1
55,1.0630666676011191,607625513165727,22pcs 透明翻盖迷你蘸料杯，分装果酱、蘸酱，可复用 PP 塑料小收纳盒,2.67,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/d07923e15d114825b58e8346334429eb-goods.jpeg,https://www.temu.com/search_result.html?search_key=607625513165727&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
56,1.0610858044829623,607453043392308,25.4 cm Springform Pan with 50pcs Parchment Paper Cheesecake Baking Mold| Nonstick Round Tin Leakproof Removable Bottom Bakeware for Cake Pie Pizza and Quiches Carbon Steel and Non-stick Coating,11.86,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/open/a4d0f5950c2549f18d677b5e272860f8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607453043392308&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
57,1.0547298515159345,601099616938939,25/30片圣诞老人和雪人造型棒棒糖装饰卡片，彩色可爱糖果小礼物 - 适用于派对、生日、圣诞节、新年、冬季等，最适合圣诞节,2.12,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/65286c93-94cd-448b-951e-2718daf6bc21.jpg,https://www.temu.com/search_result.html?search_key=601099616938939&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,29
58,1.052510731246912,607295404608351,12个电镀金色和银色的心形磁铁，可爱的心形磁铁冰箱磁铁，装饰冰箱磁铁，厨房、储物柜装饰，厨房配件，家居装饰，感恩节，圣诞节，新年，情人节,1.82,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/bfc2d0a2-0a90-42be-824f-9cde13e38bc1.jpg,https://www.temu.com/search_result.html?search_key=607295404608351&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,8
59,1.047885899865653,606180390886012,4pcs，节日抱枕套套装，2d打印，简约现代抱枕套套装，拉链开合，非刺绣，可手洗 - 适用于沙发、床和家居装饰（无填充物）,5.71,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/e9320712a5e24f4fbc005f916443d248-goods.jpeg,https://www.temu.com/search_result.html?search_key=606180390886012&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,1
60,1.0451470914184244,601103329346366,[]1件，丝绒地毯，现代木质抽象地毯，客厅地毯，家居地毯，房间地毯，节日地毯，万圣节地毯，圣诞节地毯,41.03,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/881cbaa9-e55f-48df-8a0b-83e2b543852c.jpg,https://www.temu.com/search_result.html?search_key=601103329346366&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,True,3
61,1.0440094984288504,601104787707571,两只大型烤箱手套，采用牛皮图案，尺寸为10.6 x 6.7英寸，可承受高达446°F（230°C）的温度。这些耐用的手套非常适合烘焙，是男女皆宜的理想厨房礼物,9.79,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/8d799faf47494d90b39115fc01f58407-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104787707571&search_method=user,912_无收录_去重训练库_无违禁.csv,False,,False,0
