排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
18,1.2261817573554987,607124209895799,1个加厚木质杯垫 黑色狗狗与奶酪文字图案 适用于吧台柜台、员工储物柜旁、节日庆典餐桌、露营野餐地点，作为送给侄甥子女童（儿童/青少年）、配偶（丈夫/妻子）、准父母（孕妇）的礼物,0.84,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/a13f1490de5d488f8663f09137ac31ae-goods.jpeg,https://www.temu.com/search_result.html?search_key=607124209895799&search_method=user,913.csv,False,,True,0
20,1.2229109847519135,601099600081030,"Elegant Golden Carved Resin Photo Frame, Vintage Oval Design with Embossed Floral Patterns - 17.98cm x 22.99cm, Ideal for Bedroom, Living Room, Office Decor, and Evening Party Atmosphere (Random Photo Insert), Room Decor",14.86,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/ed96ee58-6d11-417c-9c98-a9b99a0584ca.jpg,https://www.temu.com/search_result.html?search_key=601099600081030&search_method=user,913.csv,False,,True,9
21,1.2187581595071433,606754574320042,50个14厘米一次性木勺，迷你木制甜点勺，甜点勺，品尝勺，适合派个、聚会、节日、婚礼,2.86,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/1586607c-a44a-11f1-8f52-0a580aa3ffa6.jpg,https://www.temu.com/search_result.html?search_key=606754574320042&search_method=user,913.csv,False,,False,20
22,1.2058377037326795,607129847065825,1件/3件装万圣节一次性塑料桌布，酷黑底色搭配南瓜、幽灵、女巫与蛛网元素，适合万圣节主题聚会、节日派对、生日派对、户外聚餐桌布装饰137*274cm,2.28,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/529ec4ab-96ef-49f9-822a-16e8a6b83caa.jpg,https://www.temu.com/search_result.html?search_key=607129847065825&search_method=user,913.csv,False,,True,31
25,1.1974634777412467,607129444435920,"Realistic Animal Model, Lifelike Teddy Static Dog Ornament, Creative Exquisite Home Craft, Photography Prop, Christmas Halloween Holiday Decor, Window Display Collectible, Realistic Pet Sculpture, Thoughtful Companion for Dog Lovers",10.4,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/4f7a89cb-710e-41ed-898d-4b05a7899185.jpg,https://www.temu.com/search_result.html?search_key=607129444435920&search_method=user,913.csv,False,,True,0
26,1.1965946026366192,601100785344184,麻绳窗帘夹客厅窗帘绑带绑绳 编织窗帘系带,1.92,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/73073b72711449af9240d7e468e1905f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100785344184&search_method=user,913.csv,False,,False,9
28,1.188605185777388,601101621417054,墙壁艺术，装裱墙壁艺术，现代抽象帆布墙壁艺术3件套绘画版画，波西米亚风格的客厅浴室厨房办公室墙壁装饰，帆布艺术品,21.6,家居厨房用品,节日饰品,https://img.kwcdn.com/product/algo_check/auto/5c9182abb0a4eef992ee703119c8d9e7_1749364053453.jpg,https://www.temu.com/search_result.html?search_key=601101621417054&search_method=user,913.csv,False,,True,1
29,1.1872022349483342,607119109632255,4个装水彩花亚克力杯垫，异性花朵透明隔热杯垫。樱花勿忘我玫瑰花图案防水茶杯垫，，Ins新款杯垫，隔热杯垫套装，保护桌面免受热饮、杯子和盘子污染 - 环保环保，适用于办公室、餐厅、咖啡馆,1.65,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/d4050c5e-6c2f-41d0-8bec-739cecab751c.jpg,https://www.temu.com/search_result.html?search_key=607119109632255&search_method=user,913.csv,False,,True,0
30,1.1846620496861082,607128639079688,"6pcs/pack, 16oz Personalized Custom Name Colored Plastic Water Cup, Cold Cup with Skull and Bat Patterns, Reusable, Halloween Themed Party Supplies, Beach Vacation Cups for Weddings and Gatherings, Suitable for Parties, Picnics, and Corporate Team",11.95,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/a36db85cf8d74b4183dd06d458f8a28a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607128639079688&search_method=user,913.csv,False,,True,0
32,1.1791455977322791,607122330884586,1卷不粘加厚烘焙油纸，防油防水烤盘纸，完美适合烘焙、烤箱、披萨、蒸煮-家庭厨房用品-烘焙小工具-适合庆祝圣诞节、万圣节、感恩节,3.81,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/open/dd9553e272754737a7a4d285d564f71e-goods.jpeg,https://www.temu.com/search_result.html?search_key=607122330884586&search_method=user,913.csv,False,,True,0
33,1.179086107047574,607122330897990,曼陀罗花纹隔热杯垫,2.23,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/3491cd3f-1d26-43e5-a2d7-614d5c20b43c.jpg,https://www.temu.com/search_result.html?search_key=607122330897990&search_method=user,913.csv,False,,True,0
41,1.1616290614613354,607127296906343,1件桌面正方形PVC标志标牌小摆件，纪念逝去的爱，永远在我们身边，办公室家居客厅装饰，温馨怀念礼物，桌面装饰品。Decorative Sign,3.6,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/745f73ee5fc74691903ce401ee5c963f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607127296906343&search_method=user,913.csv,False,,True,0
42,1.159720990930183,607101795591274,1件装弹性横幅，印有金色斑马纹图案，非常适合生日庆祝活动,15.85,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/d0381101-f8c4-48dd-b21f-afc092f8a25b.jpg,https://www.temu.com/search_result.html?search_key=607101795591274&search_method=user,913.csv,False,,True,0
43,1.1437621802186393,607125015210286,"5-Pack Halloween Black Candy Buckets, Holiday Trick-Or-Treat Baskets, Textured Plastic Storage Containers, Party Decoration Planters, Ornament Storage",20.18,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/69a16f467a7243dfb8a9b50fd00dd349-goods.jpeg,https://www.temu.com/search_result.html?search_key=607125015210286&search_method=user,913.csv,False,,True,0
44,1.141887118173049,601101413682655,黄色柠檬派对横幅 - 生日庆祝、新娘派对和夏季水果主题派对的生动柠檬水主题装饰，纸质材料，不需要电源，柠檬装饰,7.04,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/8a5bb64bcbcf417da4d5f85b7ecd8ea8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601101413682655&search_method=user,913.csv,False,,True,15
46,1.1397523623405326,601101676693609,"3 件灵感木框画布艺术 - ""能力是你能做的事情"",""动机决定你做什么"",""态度决定你做得好"" - 现代简约墙面装饰，适用于客厅、卧室、家庭办公室、励志墙面艺术",33.67,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/algo_check/auto/a2c875cada005980660603545d98b2bb_1749653913455.jpg,https://www.temu.com/search_result.html?search_key=601101676693609&search_method=user,913.csv,False,,True,10
48,1.138775723415295,607111996114816,"1pc 13oz/380ml Highball Tumbler Suitable for Moo, Roostertail, Champagne, Whisky & Wine - Party Cups for Home, Weddings, Bars, Holiday Toasting with Candy Cane Ribbon Bow & Gingerbread Snowflake - Gift Idea",7.41,家居厨房用品,杯具,https://img.kwcdn.com/product/fancy/0f438977-5df5-4d91-a99f-dfede34372bf.jpg,https://www.temu.com/search_result.html?search_key=607111996114816&search_method=user,913.csv,False,,True,6
50,1.129444974448394,607101124476549,"2pcs Seagulls Over Tropical Ocean Printed Polyester Curtains with Rod Pocket Design, Ideal for Study Decor, Living Room, Bedroom, Housewarming Gift Idea",4.26,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/21152340a32/be5884c3-6a5a-4748-8cd7-1ecfb0c5ecd3_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607101124476549&search_method=user,913.csv,False,,True,0
54,1.1238265377106798,607129847076770,1pc Wax Melt Burner Iron Frame Tealight Candle Warmer Essential Oil Aroma Diffuser Detachable Minimalist Home Decor Bedroom Gift Candle Not Included,6.68,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/32cb6e22-d921-48ee-b7a1-6ee974710175.jpg,https://www.temu.com/search_result.html?search_key=607129847076770&search_method=user,913.csv,False,,True,0
55,1.1237301981082368,607112130342226,"9 Sheets Static Cling Christmas Snowflake Animal Stickers - Reusable PVC Window & Door Decals with Reindeer, Squirrels, Hedgehogs, Owls, Rabbits, Foxes, Raccoons, Bells & Holly for Indoor/Outdoor Holiday Party",3.83,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/130bd2385fcb48d3885db8499642ac01-goods.jpeg,https://www.temu.com/search_result.html?search_key=607112130342226&search_method=user,913.csv,False,,True,0
60,1.1121048645926035,607536258359872,三层波西米亚中性色悬挂篮 - 编织绳墙壁收纳架，带节省空间的垂直储物架，波西米亚风格，适用于浴室、婴儿房、厨房、卧室 - 多房间悬挂式置物箱，用于存放毛巾、餐具,8.87,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/376edcb0-8004-461f-b86a-0287fa6094d0.jpg,https://www.temu.com/search_result.html?search_key=607536258359872&search_method=user,913.csv,False,,False,3
69,1.097092364982671,607129310175059,2pcs（1个收纳袋+1个挂钩）多功能厨房收纳网袋-便携手提式镂空透气 姜蒜壁挂式整理器 | 家居必备配件,1.35,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/1ca70420-91ed-45bc-add2-9e21a59706a9.jpg,https://www.temu.com/search_result.html?search_key=607129310175059&search_method=user,913.csv,False,,True,0
70,1.0957738383721016,607109445949963,女孩与小猫雕像，温柔女孩亲猫咪温馨装饰摆件，温柔相伴，与猫共度时光,0.91,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/efac1a3b-787d-4003-8a37-578dc976356d.jpg,https://www.temu.com/search_result.html?search_key=607109445949963&search_method=user,913.csv,False,,True,0
71,1.095535589340222,607119847859013,小熊主题生日气球装饰套装14件套，含小熊铝箔气球、数字气球、毛毡生日快乐横幅、心形铝箔气球、随机颜色丝带，适用于小熊生日派对装饰、男童一岁生日派对及迎婴派对装饰,5.46,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/35a83323a56942d1a6307229e56164f7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607119847859013&search_method=user,913.csv,False,,True,24
72,1.089093863182748,601103635100783,Lyna Vallejos现代修身床笠三件套，为您的卧室空间带来协调统一的设计，适用于中性或趣味装饰风格,24.93,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/385c1640b8434080b8a105ab3e422c10-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103635100783&search_method=user,913.csv,False,,False,1
73,1.0863028702696664,607287418673459,牛奶绒床笠 素色加厚加绒床垫保护套 秋冬保暖360°全包裹防滑床罩 柔软舒适可机洗床垫罩 单人双人大双人特大床 冬季寒冷床上用品 不含枕芯枕套,15.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/99c4d801-8225-481d-9b2b-d78c817e5f48.jpg,https://www.temu.com/search_result.html?search_key=607287418673459&search_method=user,913.csv,False,,False,0
74,1.0847516441554597,607111593483813,"2pcs Set (1pc Elegant Metal Napkin Holder And 1pc Gift Yellow Duck Storage Bag), Fashionable Cast Iron Design, Vertical Desktop Paper Towel Dispenser for Dining, Kitchen, And Cafe, Easy Storage Solution",3.82,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/fd4045bdadb9481880e4bed55d326a03-goods.jpeg,https://www.temu.com/search_result.html?search_key=607111593483813&search_method=user,913.csv,False,,True,0
76,1.0837068259755631,606716456457060,1件纯色加厚保暖内衬床笠，卧室立体镂空内衬床罩，床垫套，床垫垫层，床笠式床垫保护罩，床上用品（不含枕套）,13.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/0d7bfecc-8c32-4dd9-8a9c-777037c08837.jpg,https://www.temu.com/search_result.html?search_key=606716456457060&search_method=user,913.csv,False,,False,8
77,1.0832942589287682,605628386934177,2个波西米亚几何图案抱枕套 | 棕色涤纶，拉链封口，适用于客厅和卧室，可机洗,6.53,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/87d57849-f5f4-4a6f-a415-41820c5049ff.jpg,https://www.temu.com/search_result.html?search_key=605628386934177&search_method=user,913.csv,False,,False,15
78,1.0830622338155795,607128639096113,"Munich Oktoberfest Tablecloth, 1pc, Beer Cup Printed Pattern Decorative Tablecloth, Single-Sided Printing, Polyester Material, Multiple Sizes Available, Suitable for Munich Oktoberfest Kitchen, Restaurant, Holiday Home Decor, Picnic Party Tablecloth",5.12,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/f1c4bae82500462a8c454939233fc3f7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607128639096113&search_method=user,913.csv,False,,True,0
79,1.0714871919336375,607107969609714,1件装 弹力横幅拱门带奇趣天空背景 - 可伸缩氨纶/弧形装饰 适用于婚礼、生日、迎婴派对、毕业典礼、圣诞节、复活节等装饰,15.97,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/21137b27f2e/874ace65-944c-4ed7-8759-5af1933857dd_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607107969609714&search_method=user,913.csv,False,,True,0
81,1.0683171280459882,606984086594595,单向透视静电吸附式隐私窗膜，隔热防窥，适用于家居玻璃防护,11.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/2c5c2aeb1612443ca09f1bd199c737e2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606984086594595&search_method=user,913.csv,False,,False,4
82,1.065141032715046,607252790536416,3件装优质大型洗衣袋，适合精致衣物 - 耐用涤纶网眼，配有优质拉链，多用途洗衣网，适合宿舍和收纳,4.12,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/d525075ccbf0485da959efba017c7d1f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607252790536416&search_method=user,913.csv,False,,False,6
83,1.0648768741875942,607125753400914,"8/16/24 Vintage Hemp Rope Small Round Ball Lights, 8 Modes, Garden Decoration Light String, Suitable for Gardens, Courtyards, Trees, Camping, Weddings, Parties, Easter, Cafes, Holiday Celebrations",7.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/f0c4df62d90447a8bf82648cb368eac5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607125753400914&search_method=user,913.csv,False,,True,0
86,1.0586450763301312,606950800649682,字母FM印花靠枕套 18×18inch 双面印花 聚脂钎维(可机洗) 简约黑白风格 适用于家庭、房间、沙发、沙发、圣诞派对装饰各种场景 隐形拉链设计防尘耐用 节假日礼物；仅含枕套，不含枕芯,3.64,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/5fcbb536-1aa6-4da4-8e27-6449e0988415.jpg,https://www.temu.com/search_result.html?search_key=606950800649682&search_method=user,913.csv,False,,False,0
87,1.0582691340031445,606910266850224,20只装，万圣节蜘蛛网主题生日快乐八角形一次性纸盘，蓝底黑红边7英寸荷叶边甜点盘，适用于万圣节主题派对装饰餐具及节日庆典用餐用品,5.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/208c1896-1ab7-4da5-b1eb-5fff2ea906f0.jpg,https://www.temu.com/search_result.html?search_key=606910266850224&search_method=user,913.csv,False,,False,6
97,1.035950610989471,606739541905158,6件套装饰性金箔金属窗帘绑带，创意窗帘绳扣，适用于家庭和办公室的弹簧式窗帘固定夹（金色）,3.96,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/85f92631-0dae-4738-8f52-5fddcb3c391b.jpg,https://www.temu.com/search_result.html?search_key=606739541905158&search_method=user,913.csv,False,,False,0
98,1.0349996692667855,607457606732463,"Privacy Window Film One-Way Mirror, Daytime See Out Not in Static Cling for Home Glass, Heat Blocking Protection Removable",6.88,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/4826d9c3b1dd462884e3b2aef0806ac0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607457606732463&search_method=user,913.csv,False,,False,0
99,1.032195155478495,607472840493197,4pcs优雅白色透光窗帘，透气网纱薄纱带杆袋，适用于厨房、卧室和客厅装饰；也可作为室内蚊帐、婚礼装饰、圣诞饰品及生日背景摄影背景,10.68,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/234a7f4c012b4a218a63f9a6fd86810a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607472840493197&search_method=user,913.csv,False,,False,39
103,1.0285573056559338,607122599302543,6个带轮塑料收纳箱 | 2个箱子 + 4个轮子 多功能整理套装，适用于家居橱柜浴室，可堆叠容器，圣诞礼物,14.35,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/c454809a097c4867af7ffd2b41ab3ec8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607122599302543&search_method=user,913.csv,False,,True,0
104,1.028034074967048,607127296956059,3件套厨房标志 水牛格纹厨房装饰 黑白墙面装饰 木制家中之心标志 黑白格子叉子和勺子 复古墙面装饰，适用于农舍餐厅,11.36,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/3318c56f13eb4e9db290a52b818c2059-goods.jpeg,https://www.temu.com/search_result.html?search_key=607127296956059&search_method=user,913.csv,False,,True,0
108,1.0220123183351637,607688729716927,10件装灰色毛毡锅垫与锅具保护垫，防刮毛毡垫，单面垫，隔热垫，餐垫，仅含10个垫子,1.71,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/08c15e08-f9fc-4f8c-869e-c27907ce7cb4.jpg,https://www.temu.com/search_result.html?search_key=607688729716927&search_method=user,913.csv,False,,False,1
111,1.017346465184332,607135886895486,1件桌面PVC标志摆件，趣味洗衣房标语，适合办公室、厨房、家居客厅装饰，带有可爱洗衣篮图案，增添幽默生活气息，乡村农舍风格架子办公桌装饰。Decorative Sign,2.41,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/4798a87393054c71af24b667c4b302a8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607135886895486&search_method=user,913.csv,False,,False,8
114,1.0125899165391348,607392108479039,15个花束礼品盒 - 优雅坚固的纸质中心装饰品，适用于婚礼和生日派个，紧凑型桌面摆件，可堆叠展示。 适用于办公室、圣诞节、婚礼、生日和派个道具,10.87,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/7452341e-f9b9-42ca-b482-36cf4f845281.jpg,https://www.temu.com/search_result.html?search_key=607392108479039&search_method=user,913.csv,False,,False,10
115,1.0121014516841436,607254266909239,4件装个性趣味现代风格黑白色骷髅骨架抱枕套搞怪万圣节适用于客厅沙发床办公室餐厅派对装饰无枕芯,11.17,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/705c2954-0081-4cd9-b82f-d285ca17e65b.jpg,https://www.temu.com/search_result.html?search_key=607254266909239&search_method=user,913.csv,False,,False,0
119,1.00856778536082,606613914141377,2套仿真紫薯，麻绳挂绳，农舍风格仿真果蔬挂饰，餐厅墙面与窗户装饰模型,7.47,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/6423c229466a4fb1adbfc640d6484b1d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606613914141377&search_method=user,913.csv,False,,False,9
123,1.006201264972714,607527936862624,4个西班牙圣经经文木质冰箱磁铁，绿色花卉叶子励志语录冰箱磁铁，家居厨房冰箱装饰，送给家人和朋友的节日礼物,5.19,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/9baaec47323d498aab0b5ce99ebf06a9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607527936862624&search_method=user,913.csv,False,,False,0
125,1.002636012411081,606601029200721,3个装加厚加大搬家袋，防水拉链收纳袋，适用于被子、枕头和衣物 - 耐用可重复使用的搬家和家居整理袋，带随机卡片设计,15.78,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/algo_check/auto/a87d9b50504425c9ee2aa3698d9bf0bc_1780552903504.jpg,https://www.temu.com/search_result.html?search_key=606601029200721&search_method=user,913.csv,False,,False,3
126,1.0017178264217834,607650075004834,18个透明塑料瓶带盖，140 X 25mm，试剂管，用于糖果、装饰、派个,23.28,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/65b002f6668d4e299477dd87ccfb6702-goods.jpeg,https://www.temu.com/search_result.html?search_key=607650075004834&search_method=user,913.csv,False,,False,1
128,1.0010370489177909,607115351546652,"DAINTY CROW HUE | Exquisite Crow Feather Deep Black 52pcs 9-Inch Nitrile Gloves, Cleaning Essentials, Suitable for Home Cleaning, Pet Care, Household Cleaning Gloves in Multiple Sizes Available, Soft Touch And Comfortable Wear, All-Season Use",7.82,家居厨房用品,清洁用品,https://img.kwcdn.com/product/open/c258d29494e043eba60a18536bdb4fd9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607115351546652&search_method=user,913.csv,False,,True,0
135,0.9911038318475256,606650152919991,"Blue 1 Roll Window Glass Insulation Film, One-Way View Window Film, Sunshade Film, Privacy And Protection Glass Film",3.14,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/100821b8-a7fd-4bfc-b049-5c732f1183ce.jpg,https://www.temu.com/search_result.html?search_key=606650152919991&search_method=user,913.csv,False,,False,1
137,0.9873369665529412,607242589989107,一卷自粘PVC新月形绿叶静电贴膜，窗户隐私膜，彩色窗户贴花，3D装饰窗户乙烯基膜，彩色玻璃窗贴膜，静电贴膜窗户贴纸,4.34,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/3cd82f18-82e4-43c3-9aed-5542060ff137.jpg,https://www.temu.com/search_result.html?search_key=607242589989107&search_method=user,913.csv,False,,False,15
140,0.9854907662423572,605884725996393,复古“小心蛇”警示木制标牌 - 蛇类爱好者的理想选择，耐用锡制物业保护装饰，易于悬挂，物业装饰，蛇爱好者,2.84,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/98f8c7a9e93a42a8a2a5ab741d7ad9c9-goods.jpeg,https://www.temu.com/search_result.html?search_key=605884725996393&search_method=user,913.csv,False,,False,10
141,0.984414021394644,601105614014789,1PC简约复古三色格纹印花磨毛羽绒被被套（无填充物和枕套）100%涤纶可机洗 面料亲肤透气轻便,13.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/caa147c3-e162-4943-8e8d-c18f9b01bba0.jpg,https://www.temu.com/search_result.html?search_key=601105614014789&search_method=user,913.csv,False,,False,14
142,0.9843886816473124,607128773354699,全新口味，高品质大豆蜡香薰片，精致香薰蜡块，香气扩散性能稳定，适用于多种室内外生活场景，高端礼品首选,2.44,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/6833bebb-bfcd-48f1-bb72-f50ae331673c.jpg,https://www.temu.com/search_result.html?search_key=607128773354699&search_method=user,913.csv,False,,True,1
143,0.9843854997215944,607337079258755,10个超强旋转挂钩，适用于家庭、洗衣、衣物和沙滩巾 - 易于使用且安全，衣夹,4.62,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/a9a4a63a-97a2-406b-b722-1d3dfa81548b.jpg,https://www.temu.com/search_result.html?search_key=607337079258755&search_method=user,913.csv,False,,False,0
144,0.983684311301767,601099655621992,"Luxurious European-Style Jacquard Plush Sofa Cover - Thick, Non-Slip Couch Protector for Pets & Youngsters, Machine Washable, Polyester, Fits 3-Seater to 4-Seater Sofas - Perfect for Living Room Decor",14.2,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/2c6d5502-cc5c-45e8-a13e-342e72fa16a1.jpg,https://www.temu.com/search_result.html?search_key=601099655621992&search_method=user,913.csv,False,,True,18
