商品ID,标题,main_url,商品链接,美元价格($),cat_l1,cat_l2,source,总销量,y_raw,y,split,shop_group,log_price,has_video,n_gallery,title_len,title_cjk_ratio,has_cn_title,n_tags,has_backend_cat,店铺总销量,粉丝数,店铺评分,在售商品数
601099668746182,个性化木制蝴蝶墙面装饰，经典设计姓名标牌，雕塑品，适用于家庭卧室和客厅装饰,https://img.kwcdn.com/product/open/2024-09-12/1726128844638-37df452e8c3b4e199a7ee7dfb906787e-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099668746182&search_method=user,6.56,家居厨房用品,家居装饰,911.csv,0,0,0.0,,shop_634418217737171,2.0228711901914416,0,1,37,0.918918918918919,1,0,0,12000.0,222.0,4.9,501.0
601099680613449,个性化金属墙 आर्ट，特色是海盗骷髅和交叉锚，采用经典几何航海主题设计。这款可定制的家庭姓名标牌非常适合万圣节，并且可用作客厅或海滨室内装饰品。,https://img.kwcdn.com/product/open/2024-09-22/1726965084258-a83bf516f243448bafe08735851cbb89-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099680613449&search_method=user,8.85,家居厨房用品,家居装饰,911.csv,0,0,0.0,,shop_634418217737171,2.2874714551839976,0,1,73,0.863013698630137,1,0,0,12000.0,222.0,4.9,501.0
601099690533545,仿羊绒+水洗背面仿羊绒，每平方米重量1200克，厚度8.6毫米 1件，万圣节南瓜图案仿羊绒垫 - 可机洗聚酯地毯，适用于客厅和咖啡店 - 易于打理的地板垫,https://img.kwcdn.com/product/fancy/1eefae6e-a4bc-4393-96a4-0c051eb6e0d6.jpg,https://www.temu.com/search_result.html?search_key=601099690533545&search_method=user,38.17,家居厨房用品,地毯地垫,911.csv,1,1,0.6931471805599453,,shop_634418214617146,3.66791114767774,1,1,77,0.7402597402597403,1,0,0,18362.0,782.0,4.5,665.0
601099714018359,"3pcs/pack 6.1meter Long Vibrant Red Frost Tip Tinsel Garland - Christmas Ceiling Hanging Decorations for Indoor and Outdoor Use - Red Silvery Metallic Streamers for Disco Party, Room, Garden, and Home Decoration",https://img.kwcdn.com/product/open/2024-10-15/1729007453912-00a69caa68c04ba59a7ba829f8333f5f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099714018359&search_method=user,6.22,家居厨房用品,节日饰品,909.xlsx,0,0,0.0,,shop_634418216144213,1.9768549529047348,0,1,211,0.0,0,0,0,242972.0,7427.0,4.8,92.0
601099715141683,1个装，'Baby It'S Cold Outside' 乡村风格木制墙壁标牌，非常适合装饰玄关、客厅、厨房、卧室和桌面。是搬家或圣诞礼物的绝佳选择，尺寸为8X8英寸。,https://img.kwcdn.com/product/open/ffd82bd7e5d2410086c2cff3e56b3c6e-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099715141683&search_method=user,7.15,家居厨房用品,家居装饰,910.csv,2,2,1.0986122886681098,,shop_634418218340771,2.0980179272527715,0,1,84,0.5595238095238095,1,0,0,81671.0,1118.0,4.9,817.0
601099717889881,这是一款金色菱形天鹅绒毛绒地毯，每平方米重1.76磅，采用防滑点缀塑料背衬和图案设计。它是一款红绿格子圣诞装饰地毯，带有泰迪熊图案。,https://img.kwcdn.com/product/fancy/1a932f18-ed2e-4460-b317-8441425d87ac.jpg,https://www.temu.com/search_result.html?search_key=601099717889881&search_method=user,27.46,家居厨房用品,地毯地垫,911.csv,1,1,0.6931471805599453,,shop_634418217312653,3.3484995926617063,0,1,66,0.8636363636363636,1,0,0,7300.0,199.0,4.3,459.0
601099720551635,"6pcs Plastic Candy Jars, Square Multi-Use Containers, Food-Safe, for Halloween, Christmas, Dessert Display Stand, Snack Storage Organizer",https://img.kwcdn.com/product/fancy/8555b87d-09a0-4cdf-85a2-2e7d234f82a0.jpg,https://www.temu.com/search_result.html?search_key=601099720551635&search_method=user,15.81,家居厨房用品,餐厅用品,911.csv,0,0,0.0,,shop_634418218644032,2.8219739474205245,0,1,137,0.0,0,0,0,150493.0,5765.0,4.8,72.0
601099725116108,新品树叶形状木质镂空绿植置物架收纳适用于家居装饰、房间装饰,https://img.kwcdn.com/product/fancy/fa386876-73f9-4171-8273-a5ddd344432f.jpg,https://www.temu.com/search_result.html?search_key=601099725116108&search_method=user,3.19,家居厨房用品,家庭收纳,909.xlsx,0,0,0.0,,shop_634418215085241,1.4327007339340465,0,1,29,0.9655172413793104,1,0,0,990000.0,5010.0,4.7,92.0
601099725841662,定制宠物肖像画布艺术 - 复古维多利亚风格高顶礼帽猫或狗，客厅、卧室、家庭办公室优雅动物墙饰 - 个性化复古海报印刷品，无框,https://img.kwcdn.com/product/fancy/2a15d0c1-42bb-4b8c-8f2e-7bb7ee105c42.jpg,https://www.temu.com/search_result.html?search_key=601099725841662&search_method=user,5.0,家居厨房用品,墙面装饰,910.csv,128,128,4.859812404361672,,shop_634418217060030,1.791759469228055,0,1,62,0.8387096774193549,1,0,0,3508.0,0.0,0.0,3.0
601099727850747,圣诞袜架 金属袜架 壁炉罩防滑圣诞袜挂钩（金色和银色）,https://img.kwcdn.com/product/open/f5b308114bf14ab2be09596cfd768a3a-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099727850747&search_method=user,6.68,家居厨房用品,节日饰品,910.csv,0,0,0.0,,shop_634418212051939,2.038619547159581,0,1,27,0.8518518518518519,1,0,0,277998.0,10162.0,4.8,148.0
601099769763252,1件舒适定制的哈巴狗法兰绒毯 - 个性化聚酯针织面料投掷毯，适用于沙发、床 - 温暖、柔软、多用途的全季节毯子，适合家庭、办公室、露营使用,https://img.kwcdn.com/product/open/586f7877ef8142b3848a6b60415496d8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099769763252&search_method=user,11.15,家居厨房用品,毯子,911.csv,1,1,0.6931471805599453,,shop_634418214538885,2.4973291697865574,0,1,69,0.7971014492753623,1,0,0,11000.0,550.0,4.9,337.0
601099776109424,2D平面定制个性化头盔金属标牌，可定制姓名。个性化战士墙饰，适用于家居、办公室、室内外墙面装饰，节日圣诞礼物，完美点缀房间装饰,https://img.kwcdn.com/product/fancy/648c4f72-84e6-4514-83f1-00d6fc5bd515.jpg,https://www.temu.com/search_result.html?search_key=601099776109424&search_method=user,9.9,家居厨房用品,家居装饰,911.csv,0,0,0.0,,shop_634418217737171,2.388762789235098,0,1,63,0.8571428571428571,1,0,0,12000.0,222.0,4.9,501.0
601099843241063,1pc定制花卉名称抛毯，超大100%涤纶法兰绒，数字印刷，机洗，抗撕，带个人化的，用于沙发沙发装饰，女士男士独特的礼物,https://img.kwcdn.com/product/open/23707fc95a234934a4da9983584cd877-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099843241063&search_method=user,11.74,家居厨房用品,毯子,911.csv,1,1,0.6931471805599453,,shop_634418214538885,2.544746650144017,0,1,59,0.7627118644067796,1,0,0,11000.0,550.0,4.9,337.0
601099858283902,1件，8x6英尺的快乐复活节兔子背景旗帜，多用途的节日装饰，适用于家庭、花园、工作室、户外庆祝活动，无需电力，适合各种场合,https://img.kwcdn.com/product/algo_check/auto/ae69407ffb0c8f38a634395fa46566f8_1734080961325.jpg,https://www.temu.com/search_result.html?search_key=601099858283902&search_method=user,14.51,家居厨房用品,节日聚会用品,911.csv,1,1,0.6931471805599453,,shop_634418217844723,2.7414849771884477,0,1,61,0.8032786885245902,1,0,0,64000.0,1231.0,4.9,20000.0
601099858666455,1件，8x6英尺聚酯快乐复活节横幅，多用途节日背景，适用于家庭和花园，无需电力，适用于婚礼、生日、周年纪念、圣诞节、新年、情人节装饰,https://img.kwcdn.com/product/algo_check/auto/a6e53119d576b4d594788bd3adf0a559_1734085377014.jpg,https://www.temu.com/search_result.html?search_key=601099858666455&search_method=user,14.54,家居厨房用品,节日聚会用品,911.csv,1,1,0.6931471805599453,,shop_634418217844723,2.7434173449395014,0,1,66,0.7878787878787878,1,0,0,64000.0,1231.0,4.9,20000.0
601099863248901,1 件精美森林动物设计防滑地垫 - 100% 聚酯纤维，可机洗，非常适合门口、浴室、阳台 - 室内外装饰垫，带有鹿、狐狸和豹图案，可水洗区域垫,https://img.kwcdn.com/product/open/3f5bbf2dee2e41c497ccd5a398dd5b4e-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099863248901&search_method=user,9.06,家居厨房用品,地毯地垫,910.csv,1,1,0.6931471805599453,,shop_634418213169542,2.3085671646715933,0,1,71,0.7183098591549296,1,0,0,6691.0,302.0,4.9,1320.0
601099880078477,一件鲜艳紫色的迷幻枫叶毛毯 - 超柔软、轻便、温暖的法兰绒披肩，适合沙发、床、旅行、露营、客厅、办公室、沙发椅 - 数字印刷的绒毛，舒适、透气、易于护理，完美适合室内和户外使用,https://img.kwcdn.com/product/open/90c6f159f61b430f8866852ab9999ec7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099880078477&search_method=user,13.38,家居厨房用品,毯子,911.csv,1,1,0.6931471805599453,,shop_634418214538885,2.665838352292901,0,1,88,0.7840909090909091,1,0,0,11000.0,550.0,4.9,337.0
601099888186470,1pc波西米亚款包边工艺圆边北欧高级感雪尼尔沙发垫四季通用坐垫防滑皮沙发套罩新款盖布多色型图案有多种颜色多款防抓防滑座椅垫可机洗不掉色不掉毛坐垫适用于客厅卧室厨房，春夏秋冬四个季节都可以使用，带裙边下垂型沙发垫。,https://img.kwcdn.com/product/fancy/4b163dd6-2e92-4209-b912-3e24a2de9fab.jpg,https://www.temu.com/search_result.html?search_key=601099888186470&search_method=user,26.65,家居厨房用品,沙发装饰,911.csv,2,2,1.0986122886681098,,shop_634418213027636,3.319625727968344,0,1,106,0.9433962264150944,1,0,0,24000.0,222.0,0.0,68.0
601099896484282,2D平面复古洗衣房木质墙壁挂牌，乡村风格洗衣时间圆形牌匾，招牌艺术，乔迁礼物家居装饰板画门牌，室内/室外装饰,https://img.kwcdn.com/product/fancy/f93b6e02-0234-424b-8580-2dfa5c90b724.jpg,https://www.temu.com/search_result.html?search_key=601099896484282&search_method=user,2.33,家居厨房用品,家居装饰,909.xlsx,0,0,0.0,,shop_741247979973,1.2029723039923526,0,1,54,0.8703703703703703,1,0,0,53000.0,1331.0,4.8,319.0
601099927411212,可客制化青少年海龟毛绒毯 - 柔软、舒适的聚酯纤维，带有充满活力的水下设计 |卧室、沙发、沙发装饰的理想选择 |生日和情人节的完美礼物，海龟装饰,https://img.kwcdn.com/product/open/def505fbbd9b4f01a8da938bf221fa42-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099927411212&search_method=user,14.21,家居厨房用品,毯子,911.csv,6,6,1.9459101490553128,,shop_634418214538885,2.7219531062712017,0,1,72,0.8333333333333334,1,0,0,11000.0,550.0,4.9,337.0
601099960814470,1pc雄鹿淋浴窗帘，雄鹿大角在阳光照耀的森林中，自然美丽，聚酯纤维浴室装饰，带有12个挂钩，70.8x70.8英寸,https://img.kwcdn.com/product/fancy/24782955-7ec0-48da-a352-de91023508ba.jpg,https://www.temu.com/search_result.html?search_key=601099960814470&search_method=user,18.95,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418212320147,2.9932291433358724,0,1,57,0.6666666666666666,1,0,0,13000.0,141.0,4.8,669.0
601099963080629,"Durable Wall-mounted Hat Organizer, Space-saving Baseball Cap Rack with Strong Adhesive for Easy Installation, Holds up to 16 Hats. Portable Plastic Storage Unit Suitable for Closets, Offices, Dorms, Bathrooms, Bedrooms, and Entryways. Wall-mounted",https://img.kwcdn.com/product/open/d8c7b45277ac448ba92c2e2b8f29e409-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099963080629&search_method=user,3.54,家居厨房用品,衣橱收纳,911.csv,0,0,0.0,,shop_634418218110479,1.5129270120532563,0,1,248,0.0,0,0,0,732494.0,34033.0,4.6,224.0
601099968349251,定制个性化圆形金属字母EST标牌，可定制姓名与日期。家居装饰、门饰、婚礼礼物、节日生日乔迁礼品,https://img.kwcdn.com/product/fancy/55b69e34-c833-4eb8-a6ec-582e9fe1b291.jpg,https://www.temu.com/search_result.html?search_key=601099968349251&search_method=user,9.28,家居厨房用品,家居装饰,911.csv,0,0,0.0,,shop_634418217737171,2.330200260027019,0,1,47,0.8297872340425532,1,0,0,12000.0,222.0,4.9,501.0
601099983489826,客制化个人化摩托车抛毯 - 柔软毛绒聚酯纤维，抗撕裂，四季皆宜 | & 旗帜设计 |卧室、沙发、沙发装饰的理想选择 |生日和情人节的完美礼物,https://img.kwcdn.com/product/open/ffe322aa9d014a96ba7188e5ed0edb7d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099983489826&search_method=user,21.35,家居厨房用品,毯子,911.csv,1,1,0.6931471805599453,,shop_634418214538885,3.106826321059578,0,1,70,0.7714285714285715,1,0,0,11000.0,550.0,4.9,337.0
601099985799942,一件牛仔骑马穿越沙漠风景的淋浴帘，采用聚酯纤维制成，浴室装饰，特色仙人掌和红色岩石地貌，配有12个挂钩，尺寸为70x70英寸,https://img.kwcdn.com/product/open/799b0508a57849e6889627e5498475f0-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099985799942&search_method=user,15.84,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418213963281,2.823757008814181,0,1,62,0.8064516129032258,1,0,0,47000.0,1643.0,4.8,26000.0
601099997138980,1 件浴帘黑猫美国国旗头巾乡村木栅栏红白蓝雏菊爱国美式风格聚酯浴室装饰带 12 个挂钩 70x70 英寸,https://img.kwcdn.com/product/open/a64558e39f2b420eb4ff50c5b360faf1-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099997138980&search_method=user,16.15,家居厨房用品,毛巾浴巾,911.csv,2,2,1.0986122886681098,,shop_634418217479958,2.8419981736119486,0,1,52,0.75,1,0,0,102015.0,2084.0,4.8,528.0
601100011875274,1 件可爱河马淋浴浴垫 - 奇思妙想的水景设计，舒适的法兰绒浴室地毯，适用于浴缸、卧室、客厅、厨房、阳台、走廊 - 45x75 厘米，柔软耐用的聚酯背衬，浴室装饰和配件,https://img.kwcdn.com/product/open/d35d096717954f608544729010bfb2e5-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100011875274&search_method=user,7.83,家居厨房用品,浴室用品,911.csv,10,10,2.3978952727983707,,shop_634418217749982,2.178155014615869,0,1,84,0.7261904761904762,1,0,0,2747.0,231.0,4.8,122.0
601100036738200,定制蝴蝶神说你是毛绒毯子 - 个人化聚酯法兰绒、数字印刷、全季节、抗撕裂、织造工艺、200-250克/平方米 - 非常适合卧室、沙发装饰,https://img.kwcdn.com/product/open/4ae65f9b73524888b4719d3d72cf4dd9-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100036738200&search_method=user,17.78,家居厨房用品,毯子,911.csv,1,1,0.6931471805599453,,shop_634418214538885,2.932792473780117,0,1,68,0.7058823529411765,1,0,0,11000.0,550.0,4.9,337.0
601100041346087,1 件爪印和心形浴帘，70.8x70.8 英寸，红色和黑色聚酯浴室装饰，带 12 个挂钩，可水洗时尚主题浴缸帘，俏皮宠物设计，异想天开的浴室配件 |俏皮的设计|简易安装,https://img.kwcdn.com/product/2013f7755d8/e2ed4114-4872-4e3d-800c-adad96f191c4_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100041346087&search_method=user,13.73,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418217700229,2.689886230474539,0,1,84,0.7023809523809523,1,0,0,49000.0,2103.0,4.9,1581.0
601100044030269,美国国旗与鱼形浴帘 - 浴缸与浴室家居装饰，特色为黑色剪影鱼与斑点纹理图案，在做旧红白国旗背景下游动，配12个挂钩，尺寸70x70英寸，1件装,https://img.kwcdn.com/product/open/f6c061f460ef4c029526d246ffee881a-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100044030269&search_method=user,15.31,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418217676798,2.7917784166329227,0,1,71,0.7746478873239436,1,0,0,10000.0,431.0,4.7,1250.0
601100052496705,1pc 贝格犬幼犬阅读书淋浴窗帘，带有眼镜的贝格犬幼犬，坐在毛绒沙发上，带有老旧的书籍和舒适的氛围浴室装饰聚酯家居装饰，包括12个挂钩，70.8x70.8英寸,https://img.kwcdn.com/product/2013f7755d8/4586ff69-8e0f-4f1e-89f8-a1bf8562d70e_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100052496705&search_method=user,15.35,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418217700229,2.7942278973432626,0,1,79,0.7468354430379747,1,0,0,49000.0,2103.0,4.9,1581.0
601100053836014,1 件爱国鹿和美国国旗浴帘，70x70 英寸，褪色的背景上有丰富的棕色鹿和树木，聚酯纤维布料，可水洗，无衬里，四季浴室装饰，带 12 个挂钩，爱国浴室配件 |自然主题装饰 |耐用浴帘，浴室浴帘套装,https://img.kwcdn.com/product/open/5789a21597c74dfdb48b46f9342fd9d7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100053836014&search_method=user,18.32,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418214789807,2.961140828784372,0,1,98,0.7448979591836735,1,0,0,43355.0,322.0,4.9,909.0
601100054170927,1 件柴犬和虎斑猫浴帘 - 有趣而轻松的聚酯浴室装饰，带有 12 个挂钩，70.8x70.8 英寸，狗和猫一起在不锈钢水槽中享受沐浴的俏皮设计，浴室装饰和配件,https://img.kwcdn.com/product/2013f779d98/3a243983-71f2-4dc5-a4ca-c6346ccb74f0_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=601100054170927&search_method=user,14.02,家居厨房用品,毛巾浴巾,911.csv,1,1,0.6931471805599453,,shop_634418217700229,2.7093826463359885,0,1,79,0.7088607594936709,1,0,0,49000.0,2103.0,4.9,1581.0
